YYYY-MM-DD,HH:MM:SS.ssssss,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,HZ,VA,
ttyS3, 2021-05-18 19:54:23.015195,0,122.1,0,791.1,0.205,2097,5.452,0,122.2,0,0,121.7,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:24.015195,0,121.9,0,791.1,0.205,2094.2,5.445,0,122.2,0,0,121.7,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:25.015195,0,122,0,791.1,0.205,2091.4,5.437,0,122.3,0,0,121.8,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:26.015195,0,122.1,0,791.1,0.205,2088.7,5.43,0,122.4,0,0,121.9,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:27.015195,0,122.3,0,791.1,0.205,2085.9,5.423,0,122.4,0,0,121.9,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:28.015195,0,122.3,0,791,0.205,2083.2,5.416,0,122.5,0,0,122.1,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:29.015195,0,122.3,0,791,0.205,2080.5,5.409,0,122.5,0,0,122.2,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:30.015195,0,122.4,0,791,0.205,2077.7,5.402,0,122.6,0,0,122.1,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:31.015195,0,122.4,0,791,0.205,2075,5.395,0,122.6,0,0,122,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:32.015195,0,122.2,0,791,0.205,2072.3,5.388,0,122.5,0,0,122.1,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:33.015195,0,122.4,0,791,0.205,2069.6,5.381,0,122.6,0,0,122.1,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:34.015195,0,122.3,0,791,0.205,2066.9,5.374,0,122.6,0,0,122.1,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:35.015195,0,122.6,0,791,0.205,2064.2,5.367,0,122.8,0,0,122.2,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:36.015195,0,122.5,0,791,0.205,2061.5,5.36,0,122.9,0,0,122.3,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:37.015195,0,122.5,0,790.9,0.205,2058.8,5.353,0,122.8,0,0,122.4,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:38.015195,0,122.5,0,790.9,0.205,2056.2,5.346,0,122.8,0,0,122.4,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:39.015195,0,122.7,0,790.9,0.205,2053.5,5.339,0,122.9,0,0,122.4,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:40.015195,0,122.7,0,790.9,0.205,2050.8,5.332,0,123,0,0,122.4,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:41.015195,0,122.9,0,790.9,0.205,2048.2,5.325,0,122.9,0,0,122.6,0,100,1,6,60.1,0, 
ttyS3, 2021-05-18 19:54:42.015195,0,122.6,0,790.9,0.205,2045.6,5.318,0,122.9,0,0,122.4,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:43.015195,0,122.7,0,790.9,0.205,2042.9,5.311,0,122.9,0,0,122.3,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:44.015195,0,122.9,0,790.9,0.205,2040.3,5.304,0,123.1,0,0,122.6,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:45.015195,0,122.9,0,790.8,0.205,2037.7,5.298,0,123.1,0,0,122.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:46.015195,0,123,0,790.8,0.205,2035,5.291,0,123.1,0,0,122.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:47.015195,0,122.3,0,790.8,0.205,2032.4,5.284,0,123.3,0,0,122.2,0,100,1,6,59.9,0, 
ttyS3, 2021-05-18 19:54:48.015195,0,122.4,0,790.8,0.205,2029.8,5.277,0,122.6,0,0,122.2,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:49.015195,0,122.4,0,790.8,0.205,2027.2,5.27,0,122.5,0,0,122.2,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:50.015195,0,122.5,0,790.8,0.205,2024.6,5.264,0,122.6,0,0,122.1,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:51.015195,0,122,0,790.8,0.205,2022.1,5.257,0,122.6,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:52.015195,0,121.9,0,790.8,0.205,2019.5,5.25,0,122.2,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:53.015195,0,121.9,0,790.8,0.205,2016.9,5.244,0,122.1,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:54.015195,0,121.9,0,790.7,0.205,2014.3,5.237,0,122.2,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:55.015195,0,122.1,0,790.7,0.205,2011.8,5.23,0,122.3,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:56.015195,0,122,0,790.7,0.205,2009.2,5.224,0,122.3,0,0,121.9,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:57.015195,0,122,0,790.7,0.205,2006.7,5.217,0,122.3,0,0,121.6,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:58.015195,0,121.9,0,790.7,0.205,2004.2,5.21,0,122.3,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:54:59.015195,0,122.1,0,790.7,0.205,2001.6,5.204,0,122.1,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:55:00.015195,0,121.9,0,790.7,0.205,1999.1,5.197,0,122.1,0,0,121.7,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:55:01.015195,0,122,0,790.7,0.205,1996.6,5.191,0,122.1,0,0,121.6,0,100,1,6,59.9,0, 
ttyS3, 2021-05-18 19:55:02.015195,0,122.1,0,790.7,0.205,1994.1,5.184,0,122.2,0,0,121.7,0,100,1,6,59.9,0, 
ttyS3, 2021-05-18 19:55:03.015195,0,122.2,0,790.7,0.205,1991.6,5.178,0,122.4,0,0,121.9,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:55:04.015195,0,122.2,0,790.7,0.205,1989.1,5.171,0,122.3,0,0,121.9,0,100,1,6,60,0, 
ttyS3, 2021-05-18 19:55:05.015195,772.2,118.3,6.524,54.1,0.014,55619.3,145.166,777.1,118.6,6.562,771.8,118.1,6.521,100,99,7,60,7722, 
ttyS3, 2021-05-18 19:55:06.015195,88.2,121.6,0.72,58.6,0.015,39951.4,104.273,772.4,121.7,6.533,86,118.2,0.703,100,68,7,60,882, 
ttyS3, 2021-05-18 19:55:07.015195,0,119.2,0,59.9,0.015,30544.4,79.721,88.9,121.7,0.737,0,118.5,0,100,50,7,60,0, 
ttyS3, 2021-05-18 19:55:08.015195,0,118.8,0,59.9,0.015,24403.1,63.692,0,122.2,0,0,118.5,0,100,40,7,60,0, 
ttyS3, 2021-05-18 19:55:09.015195,84.3,118.4,0.705,60.4,0.015,20498.6,53.501,84.7,122.1,0.708,0,118.2,0,100,33,7,60,843, 
ttyS3, 2021-05-18 19:55:10.015195,87.4,121.6,0.723,61.8,0.016,17974.9,46.914,87.4,122.1,0.725,0,118.3,0,99,29,7,60,879, 
ttyS3, 2021-05-18 19:55:11.015195,0,121.9,0,63,0.016,16020.6,41.813,88.3,122.1,0.724,0,118.2,0,100,25,7,60.1,0, 
ttyS3, 2021-05-18 19:55:12.015195,0,118.9,0,64.2,0.016,14504.2,37.856,88.5,122.2,0.725,0,118.1,0,100,22,7,60.1,0, 
ttyS3, 2021-05-18 19:55:13.015195,0,122.2,0,65.4,0.017,13298.3,34.708,88.7,122.2,0.728,0,118.6,0,100,20,7,60.1,0, 
ttyS3, 2021-05-18 19:55:14.015195,0,122,0,66.6,0.017,12310.7,32.131,89.4,122.2,0.729,0,118.3,0,100,18,7,60.1,0, 
ttyS3, 2021-05-18 19:55:15.015195,0,122,0,68.3,0.017,11562.1,30.177,89.2,122.2,0.728,0,121.4,0,100,16,7,60.1,0, 
ttyS3, 2021-05-18 19:55:16.015195,88.7,121.6,0.724,70,0.018,10939.7,28.552,89.2,122.2,0.728,0,121.4,0,100,15,7,60.1,887, 
ttyS3, 2021-05-18 19:55:17.015195,88.9,121.8,0.724,71.7,0.018,10396.6,27.135,89.4,122.2,0.728,0,121.5,0,100,14,7,60,889, 
ttyS3, 2021-05-18 19:55:18.015195,0,122,0,73.4,0.019,9928.9,25.914,89.2,122.2,0.728,0,121.5,0,100,13,7,60,0, 
ttyS3, 2021-05-18 19:55:19.015195,0,122.4,0,74.5,0.019,9455.5,24.679,89.2,122.5,0.728,0,121.6,0,100,12,7,60,0, 
ttyS3, 2021-05-18 19:55:20.015195,0,122.4,0,75.8,0.019,9050,23.62,89.8,122.5,0.729,0,121.8,0,100,11,7,60,0, 
ttyS3, 2021-05-18 19:55:21.015195,89.6,122,0.729,77.1,0.02,8693.3,22.689,89.6,122.5,0.73,0,121.6,0,100,11,7,60,896, 
ttyS3, 2021-05-18 19:55:22.015195,0,122.1,0,78.3,0.02,8364.8,21.832,89.6,122.4,0.731,0,121.6,0,100,10,7,60,0, 
ttyS3, 2021-05-18 19:55:23.015195,0,122.1,0,79.9,0.02,8108.2,21.162,89.4,122.4,0.729,0,121.6,0,100,10,7,60,0, 
ttyS3, 2021-05-18 19:55:24.015195,89.2,121.8,0.726,81.5,0.021,7877.4,20.56,89.2,122.3,0.728,0,121.6,0,100,9,7,60.1,892, 
ttyS3, 2021-05-18 19:55:25.015195,88.8,121.7,0.724,83.3,0.021,7683.8,20.054,89.2,122.2,0.727,0,121.5,0,100,9,7,60.1,888, 
ttyS3, 2021-05-18 19:55:26.015195,0,122.2,0,84.9,0.022,7486.9,19.541,89.4,122.2,0.728,0,121.5,0,100,8,7,60,0, 
ttyS3, 2021-05-18 19:55:27.015195,0,122.2,0,86,0.022,7271.5,18.978,89.2,122.4,0.727,0,121.5,0,100,8,7,60,0, 
ttyS3, 2021-05-18 19:55:28.015195,18.8,121.9,0.729,87.2,0.022,7073.6,18.462,89.6,122.5,0.729,0,121.6,0,100,8,7,60,188, 
ttyS3, 2021-05-18 19:55:29.015195,89.4,121.9,0.725,88.9,0.023,6935.2,18.1,89.8,122.4,0.729,0,121.6,0,100,7,7,60,894, 
ttyS3, 2021-05-18 19:55:30.015195,89.2,122,0.725,90.6,0.023,6808.5,17.77,89.6,122.4,0.729,0,121.7,0,100,7,7,59.9,892, 
ttyS3, 2021-05-18 19:55:31.015195,0,122.4,0,92,0.024,6664,17.393,89.6,122.5,0.729,0,121.7,0,100,7,7,60,0, 
ttyS3, 2021-05-18 19:55:32.015195,0,122.3,0,93.1,0.024,6512.9,16.998,89.2,122.5,0.728,0,121.4,0,100,6,7,59.9,0, 
ttyS3, 2021-05-18 19:55:33.015195,58.4,122.1,0,94.3,0.024,6377.2,16.644,89,122.3,0.729,0,121.5,0,82,6,7,59.9,708, 
ttyS3, 2021-05-18 19:55:34.015195,0,122.1,0,96,0.025,6279.8,16.39,89.6,122.4,0.73,0,121.5,0,100,6,7,59.9,0, 
ttyS3, 2021-05-18 19:55:35.015195,89.6,121.8,0.728,97.2,0.025,6156.7,16.069,89.6,122.3,0.729,0,121.6,0,100,6,7,60,896, 
ttyS3, 2021-05-18 19:55:36.015195,88.9,121.8,0.724,99,0.025,6081.3,15.872,89.6,122.5,0.729,0,121.5,0,100,6,7,60,0, 
ttyS3, 2021-05-18 19:55:37.015195,0,122,0,100.7,0.026,6004,15.67,89.4,122.4,0.728,0,121.5,0,100,5,7,60,0, 
ttyS3, 2021-05-18 19:55:38.015195,0,122.2,0,101.8,0.026,5897.7,15.393,89.2,122.4,0.728,0,121.5,0,100,5,7,60,0, 
ttyS3, 2021-05-18 19:55:39.015195,0,122.1,0,102.9,0.026,5797.5,15.131,89.4,122.5,0.729,0,121.6,0,100,5,7,60.1,0, 
ttyS3, 2021-05-18 19:55:40.015195,0,122.2,0,104.7,0.027,5738.1,14.976,89.8,122.4,0.73,0,121.6,0,100,5,7,60,0, 
ttyS3, 2021-05-18 19:55:41.015195,0,122.3,0,105.7,0.027,5642.1,14.725,89.8,122.6,0.73,0,121.7,0,100,5,7,60,0, 
ttyS3, 2021-05-18 19:55:42.015195,89.4,121.9,0.727,107.2,0.027,5573.9,14.547,89.8,122.4,0.73,0,121.7,0,100,5,7,60,894, 
ttyS3, 2021-05-18 19:55:43.015195,89.2,121.9,0.725,109,0.028,5524.4,14.418,89.4,122.4,0.729,0,121.6,0,100,5,7,59.9,892, 
ttyS3, 2021-05-18 19:55:44.015195,0,122.2,0,110.4,0.028,5461.4,14.254,89.6,122.4,0.729,0,121.6,0,100,4,7,60,0, 
ttyS3, 2021-05-18 19:55:45.015195,0,122.3,0,111.7,0.029,5389.6,14.066,89.4,122.4,0.728,0,121.5,0,100,4,7,60,0, 
ttyS3, 2021-05-18 19:55:46.015195,89,121.7,0.724,113.2,0.029,5338.1,13.932,89.6,122.4,0.729,0,121.5,0,100,4,7,60,890, 
ttyS3, 2021-05-18 19:55:47.015195,89.2,121.9,0.725,114.3,0.029,5265.2,13.742,89.4,122.4,0.729,0,121.5,0,100,4,7,60,892, 
ttyS3, 2021-05-18 19:55:48.015195,89.1,121.9,0.724,116.2,0.03,5233.3,13.659,89.4,122.4,0.728,0,121.6,0,100,4,7,60,891, 
ttyS3, 2021-05-18 19:55:49.015195,0,122,0,117.6,0.03,5182.4,13.526,89.4,122.3,0.728,0,121.4,0,100,4,7,60.1,0, 
ttyS3, 2021-05-18 19:55:50.015195,0,122.1,0,118.6,0.03,5116.6,13.354,89.4,122.4,0.729,0,121.5,0,100,4,7,60,0, 
ttyS3, 2021-05-18 19:55:51.015195,0,122.2,0,119.8,0.031,5059.4,13.205,89.2,122.3,0.728,0,121.5,0,100,4,7,60,0, 
ttyS3, 2021-05-18 19:55:52.015195,88.8,121.6,0.724,121.7,0.031,5035.4,13.142,89.4,122.2,0.729,0,121.4,0,100,4,7,60.1,888, 
ttyS3, 2021-05-18 19:55:53.015195,0,122,0,123.5,0.032,5004.7,13.062,89,122.1,0.726,0,121.3,0,100,4,7,60,0, 
ttyS3, 2021-05-18 19:55:54.015195,0,122,0,124.6,0.032,4954.3,12.93,89.2,122.1,0.727,0,121.2,0,100,3,7,60,0, 
ttyS3, 2021-05-18 19:55:55.015195,0,121.9,0,125.8,0.032,4902,12.794,88.8,122,0.726,0,121.3,0,100,3,7,60.1,0, 
ttyS3, 2021-05-18 19:55:56.015195,88.5,121.3,0.722,127.5,0.033,4875.8,12.725,89,122,0.726,0,121.2,0,100,3,7,60.1,885, 
ttyS3, 2021-05-18 19:55:57.015195,0,121.8,0,129,0.033,4842.4,12.638,88.8,121.9,0.726,0,121.2,0,100,3,7,60.1,0, 
ttyS3, 2021-05-18 19:55:58.015195,0,121.6,0,130.2,0.033,4797.8,12.522,88.4,121.9,0.726,0,121.1,0,100,3,7,60.1,0, 
ttyS3, 2021-05-18 19:55:59.015195,88.9,121.6,0.724,131.7,0.034,4765.6,12.438,89.2,122,0.727,0,121,0,100,3,7,60,889, 
ttyS3, 2021-05-18 19:56:00.015195,0,121.7,0,133.2,0.034,4737.4,12.364,88.9,122,0.725,0,121.2,0,100,3,7,60.1,0, 
ttyS3, 2021-05-18 19:56:01.015195,0,121.6,0,134.6,0.035,4703,12.274,88.8,121.9,0.726,0,121.1,0,100,3,7,60,0, 
ttyS3, 2021-05-18 19:56:02.015195,88.3,121.3,0.721,136.4,0.035,4685.9,12.23,88.8,121.9,0.726,0,121.1,0,100,3,7,60.1,883, 
ttyS3, 2021-05-18 19:56:03.015195,0,121.7,0,137.4,0.035,4640.8,12.112,88.8,121.9,0.726,0,121.2,0,100,3,7,59.9,0, 
ttyS3, 2021-05-18 19:56:04.015195,0,121.8,0,138.5,0.036,4601.2,12.009,88.6,121.9,0.726,0,121,0,100,3,7,59.9,0, 
ttyS3, 2021-05-18 19:56:05.015195,0,121.7,0,140.2,0.036,4582.7,11.96,88.8,121.9,0.726,0,121.1,0,100,3,7,60,0, 
ttyS3, 2021-05-18 19:56:06.015195,88.6,121.2,0.723,141.6,0.036,4553.9,11.885,88.8,121.9,0.726,0,121.1,0,100,3,7,60.1,886, 
ttyS3, 2021-05-18 19:56:07.015195,0,121.8,0,143.3,0.037,4538.6,11.845,88.8,122,0.727,0,121.2,0,100,3,7,60.1,0, 
ttyS3, 2021-05-18 19:56:08.015195,88.2,121.2,0.722,144.5,0.037,4505.9,11.76,88.8,121.9,0.725,0,121,0,100,3,7,60,882, 
ttyS3, 2021-05-18 19:56:09.015195,88.3,121.3,0.722,145.7,0.038,4473.8,11.676,89,121.8,0.726,0,120.9,0,100,3,7,60,883, 
ttyS3, 2021-05-18 19:56:10.015195,0,121.9,0,147.1,0.038,4450.4,11.615,88.6,121.9,0.725,0,121,0,100,3,7,60,0, 
ttyS3, 2021-05-18 19:56:11.015195,88.6,121.4,0.722,148.9,0.038,4437.4,11.581,89,122,0.727,0,121.3,0,100,2,7,60,886, 
ttyS3, 2021-05-18 19:56:12.015195,0,121.9,0,150.4,0.039,4417.5,11.529,89,122.1,0.727,0,121.3,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:13.015195,0,121.8,0,151.4,0.039,4383,11.439,89,122.1,0.727,0,121.3,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:14.015195,88.3,121.2,0.721,153.2,0.039,4372,11.411,88.8,121.9,0.726,0,121.1,0,100,2,7,60,883, 
ttyS3, 2021-05-18 19:56:15.015195,0,122.2,0,154.3,0.04,4341.7,11.331,88.4,122.3,0.724,0,120.9,0,100,2,7,60.1,0, 
ttyS3, 2021-05-18 19:56:16.015195,89.4,122,0.726,156,0.04,4330.9,11.303,89.8,122.5,0.729,0,121.8,0,100,2,7,60,894, 
ttyS3, 2021-05-18 19:56:17.015195,0,122.3,0,157.4,0.041,4311.4,11.253,89.6,122.5,0.729,0,121.6,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:18.015195,0,122.3,0,158.6,0.041,4286.1,11.186,89.4,122.4,0.729,0,121.7,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:19.015195,89.1,121.8,0.724,160.4,0.041,4277,11.163,89.6,122.4,0.729,0,121.6,0,100,2,7,60,891, 
ttyS3, 2021-05-18 19:56:20.015195,0,122.2,0,161.8,0.042,4257.8,11.113,89.4,122.5,0.729,0,121.6,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:21.015195,0,122.3,0,162.9,0.042,4233.1,11.048,89.4,122.4,0.728,0,121.5,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:22.015195,89.4,121.9,0.726,164.5,0.042,4220.6,11.016,89.6,122.3,0.729,0,121.7,0,100,2,7,60,894, 
ttyS3, 2021-05-18 19:56:23.015195,0,122.4,0,166.1,0.043,4207.8,10.982,89.6,122.5,0.729,0,121.7,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:24.015195,0,122.4,0,167.2,0.043,4182.6,10.916,89.6,122.5,0.729,0,121.7,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:25.015195,89.2,121.9,0.725,169,0.044,4176.7,10.901,89.8,122.4,0.729,0,121.5,0,100,2,7,60,892, 
ttyS3, 2021-05-18 19:56:26.015195,0,122.4,0,170.4,0.044,4160.4,10.858,89.4,122.4,0.728,0,121.6,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:27.015195,0,122.2,0,171.5,0.044,4138.1,10.8,89.8,122.5,0.729,0,121.8,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:28.015195,89.3,121.9,0.725,173.2,0.045,4127.9,10.773,89.6,122.8,0.729,0,121.6,0,100,2,7,59.9,893, 
ttyS3, 2021-05-18 19:56:29.015195,0,121.9,0,174.9,0.045,4119.8,10.752,89.3,122.2,0.728,0,121.5,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:30.015195,21.7,121.6,0.726,176,0.045,4098.3,10.696,89.2,122.3,0.727,0,121.5,0,100,2,7,60,217, 
ttyS3, 2021-05-18 19:56:31.015195,88.8,121.8,0.724,177.7,0.046,4092,10.68,89.2,122.3,0.728,0,121.5,0,100,2,7,60,888, 
ttyS3, 2021-05-18 19:56:32.015195,0,122.1,0,179.1,0.046,4076.4,10.639,88.9,122.3,0.727,0,121.4,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:33.015195,0,116.6,0,180.1,0.047,4055.6,10.585,88.7,122.2,0.726,0,116,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:34.015195,81.2,116.2,0.691,181.8,0.047,4048.4,10.566,88.4,122.1,0.723,0,116,0,100,2,7,60,812, 
ttyS3, 2021-05-18 19:56:35.015195,88.4,121.5,0.722,183.5,0.047,4040.8,10.546,89.2,122.2,0.727,0,116.1,0,100,2,7,60,884, 
ttyS3, 2021-05-18 19:56:36.015195,0,121.6,0,184.7,0.048,4024.1,10.502,88.6,122.2,0.725,0,121.1,0,100,2,7,60.1,0, 
ttyS3, 2021-05-18 19:56:37.015195,89.2,121.6,0.726,185.9,0.048,4006.1,10.456,89.2,122.2,0.728,0,121.2,0,100,2,7,59.9,892, 
ttyS3, 2021-05-18 19:56:38.015195,88.4,121.5,0.722,187.6,0.048,4001.9,10.445,89.2,122,0.726,0,121.3,0,100,2,7,60,884, 
ttyS3, 2021-05-18 19:56:39.015195,0,121.8,0,189.2,0.049,3993.1,10.422,89.2,122.2,0.726,0,121.3,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:40.015195,0,121.9,0,190.3,0.049,3975.7,10.376,89,122,0.726,0,121.2,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:41.015195,88.5,121.3,0.723,191.7,0.05,3963,10.343,88.6,121.9,0.725,0,121.1,0,100,2,7,59.9,885, 
ttyS3, 2021-05-18 19:56:42.015195,88.2,121.1,0.72,193.4,0.05,3957.7,10.329,88.5,121.9,0.724,0,120.9,0,100,2,7,60,882, 
ttyS3, 2021-05-18 19:56:43.015195,0,121.6,0,194.8,0.05,3946.6,10.3,88.3,121.8,0.725,0,121,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:44.015195,0,122.1,0,196,0.051,3931.1,10.26,88.6,122.3,0.724,0,120.8,0,100,2,7,60,0, 
ttyS3, 2021-05-18 19:56:45.015195,88.9,121.8,0.724,197.6,0.051,3924.2,10.242,89.2,122.3,0.728,0,121.6,0,100,1,7,59.9,889, 
ttyS3, 2021-05-18 19:56:46.015195,0,122,0,199.3,0.052,3921.2,10.234,89.6,122.3,0.728,0,121.4,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:56:47.015195,0,121.9,0,200.4,0.052,3903.9,10.189,89,122.2,0.727,0,121.4,0,100,1,7,59.9,0, 
ttyS3, 2021-05-18 19:56:48.015195,88.8,121.6,0.723,201.9,0.052,3896.4,10.169,89.2,122.1,0.727,0,121.4,0,100,1,7,59.9,888, 
ttyS3, 2021-05-18 19:56:49.015195,0,122.1,0,203.6,0.053,3890.7,10.154,89.2,122.3,0.728,0,121.4,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:56:50.015195,0,121.7,0,204.7,0.053,3875.3,10.114,89.2,122.3,0.727,0,121.3,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:56:51.015195,88.6,121.4,0.723,206.1,0.053,3866.1,10.09,89,121.9,0.726,0,121.2,0,100,1,7,59.9,886, 
ttyS3, 2021-05-18 19:56:52.015195,0,121.9,0,207.8,0.054,3862,10.08,88.6,122,0.725,0,121.2,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:56:53.015195,0,121.6,0,208.9,0.054,3847.6,10.042,88.4,121.9,0.725,0,121.1,0,100,1,7,59.9,0, 
ttyS3, 2021-05-18 19:56:54.015195,88.5,121.3,0.721,210.5,0.054,3842.8,10.029,88.8,122,0.726,0,121.1,0,100,1,7,60,885, 
ttyS3, 2021-05-18 19:56:55.015195,88.3,121.4,0.721,212.3,0.055,3839.9,10.022,88.6,121.9,0.725,0,121.2,0,100,1,7,60,883, 
ttyS3, 2021-05-18 19:56:56.015195,0,121.7,0,213.6,0.055,3830.6,9.997,88.6,122,0.725,0,121.1,0,100,1,7,59.9,0, 
ttyS3, 2021-05-18 19:56:57.015195,0,121.5,0,214.8,0.056,3816.8,9.962,88.4,121.8,0.724,0,121,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:56:58.015195,88,121.2,0.721,216.4,0.056,3811.7,9.948,88.4,121.7,0.724,0,120.9,0,100,1,7,59.9,880, 
ttyS3, 2021-05-18 19:56:59.015195,0,121.5,0,217.8,0.056,3804.4,9.929,88.4,121.8,0.724,0,121,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:00.015195,17.1,121,0.724,218.9,0.057,3791.2,9.895,88.3,121.7,0.724,0,120.9,0,100,1,7,60,171, 
ttyS3, 2021-05-18 19:57:01.015195,88.4,121.3,0.721,220.7,0.057,3790.2,9.892,88.5,122,0.726,0,121,0,100,1,7,60,884, 
ttyS3, 2021-05-18 19:57:02.015195,0,121.5,0,222.1,0.057,3781.4,9.869,88.8,122.1,0.726,0,121,0,100,1,7,60.1,0, 
ttyS3, 2021-05-18 19:57:03.015195,0,122,0,223.3,0.058,3770.4,9.84,88.4,122.2,0.724,0,120.8,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:04.015195,88.4,121.5,0.722,225.1,0.058,3768.4,9.835,89,122,0.727,0,121.3,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:05.015195,0,121.9,0,226.7,0.059,3765.1,9.827,88.6,122.1,0.725,0,121.1,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:06.015195,0,121.7,0,228,0.059,3755.5,9.801,88.6,122,0.725,0,121,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:07.015195,0,121.9,0,229.2,0.059,3745,9.774,88.8,121.9,0.725,0,121,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:08.015195,88.6,121.5,0.722,230.7,0.06,3739.5,9.76,88.6,122,0.725,0,121.2,0,100,1,7,60,886, 
ttyS3, 2021-05-18 19:57:09.015195,88.2,121.3,0.72,232.4,0.06,3736.8,9.753,88.8,122.1,0.726,0,121.2,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:10.015195,87.6,120.8,0.718,233.6,0.06,3726.4,9.726,88.2,121.7,0.725,0,120.8,0,100,1,7,60,876, 
ttyS3, 2021-05-18 19:57:11.015195,0,121.9,0,235.1,0.061,3721.1,9.712,88.6,122,0.726,0,120.7,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:12.015195,0,121.7,0,236.2,0.061,3710.1,9.683,89.2,122.2,0.726,0,121.2,0,100,1,7,60,0, 
ttyS3, 2021-05-18 19:57:13.015195,88.5,121.4,0.723,237.7,0.062,3705.1,9.67,88.6,121.9,0.726,0,121.1,0,100,1,7,60,885, 
ttyS3, 2021-05-18 19:57:14.015195,88,121.5,0.329,239.6,0.062,3704.8,9.669,88.5,121.9,0.724,0,121,0,100,1,7,60,880, 
ttyS3, 2021-05-18 19:57:15.015195,37,121,0.271,2.8,0,2962.2,7.731,55.8,121.4,0.454,36.5,120.9,0.27,100,0,8,60,0, 
ttyS3, 2021-05-18 19:57:16.015195,55,121.1,0.452,4.4,0.001,3002.9,7.837,55.7,121.5,0.454,36.5,120.9,0.27,100,0,8,60,550, 
