YYYY-MM-DD,HH:MM:SS.ssssss,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,HZ,VA,
ttyS3, 2021-05-18 19:57:17.015195,55.3,121.1,0.451,5.9,0.001,3022.5,7.888,55.8,121.4,0.453,36.3,120.8,0.269,100,0,8,60,553, 
ttyS3, 2021-05-18 19:57:18.015195,38.3,121.4,0.271,7.4,0.001,3023.3,7.89,55.6,121.5,0.453,36.4,120.9,0.269,100,0,8,60,383, 
ttyS3, 2021-05-18 19:57:19.015195,52.9,121.4,0.453,8.9,0.002,3022.4,7.888,55.7,121.5,0.454,36.5,121,0.27,100,0,8,60,529, 
ttyS3, 2021-05-18 19:57:20.015195,55,121.5,0.454,10.4,0.002,3033.1,7.916,55.7,121.7,0.454,36.6,121.2,0.27,99,0,8,60.1,551, 
ttyS3, 2021-05-18 19:57:21.015195,36.7,121.7,0.271,11.9,0.003,3042.4,7.94,55.8,121.8,0.454,36.6,121.2,0.27,100,0,8,60.1,367, 
ttyS3, 2021-05-18 19:57:22.015195,36.6,121.4,0.271,13.5,0.003,3060.6,7.988,56.3,121.7,0.453,36.4,121.2,0.27,100,0,8,60.1,366, 
ttyS3, 2021-05-18 19:57:23.015195,36.6,121.4,0.271,15.1,0.003,3074.7,8.025,56.1,121.6,0.453,36.4,121.1,0.27,100,0,8,60,366, 
ttyS3, 2021-05-18 19:57:24.015195,56.2,121.5,0.452,16.6,0.004,3079.8,8.038,56.3,121.7,0.454,36.4,121.2,0.27,100,0,8,60.1,562, 
ttyS3, 2021-05-18 19:57:25.015195,45.9,121.6,0.271,18.2,0.004,3080.6,8.04,56.3,121.8,0.454,36.6,121.2,0.27,100,0,8,60.1,459, 
ttyS3, 2021-05-18 19:57:26.015195,36.6,121.5,0.271,19.7,0.005,3075.5,8.027,56.3,122,0.454,36.6,121.3,0.27,100,0,8,59.9,366, 
ttyS3, 2021-05-18 19:57:27.015195,56.1,121.4,0.452,21.2,0.005,3074.7,8.025,56.2,121.7,0.454,36.5,121.2,0.27,100,0,8,60.1,561, 
ttyS3, 2021-05-18 19:57:28.015195,36.7,121.6,0.272,22.7,0.005,3080,8.038,56.3,121.8,0.454,36.6,121.3,0.27,100,0,8,60,367, 
ttyS3, 2021-05-18 19:57:29.015195,36.6,121.4,0.27,24.3,0.006,3088.2,8.06,56.3,121.8,0.454,36.4,121.3,0.27,100,0,8,60.1,366, 
ttyS3, 2021-05-18 19:57:30.015195,36.5,121.5,0.271,25.9,0.006,3095.1,8.078,56.3,121.7,0.454,36.4,121.2,0.27,100,0,8,60,365, 
ttyS3, 2021-05-18 19:57:31.015195,55.9,121.3,0.452,27.4,0.007,3094.5,8.076,56.3,121.8,0.454,36.5,121.2,0.27,100,0,8,60,559, 
ttyS3, 2021-05-18 19:57:32.015195,56,121.4,0.451,28.9,0.007,3094.3,8.076,56.1,121.7,0.453,36.4,121.1,0.269,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:57:33.015195,36.7,121.5,0.271,30.5,0.007,3091.8,8.069,56.2,121.7,0.454,36.4,121.2,0.27,100,0,8,60.1,367, 
ttyS3, 2021-05-18 19:57:34.015195,42.5,120,0.448,31.9,0.008,3088.3,8.06,56.1,121.8,0.454,36.6,120,0.27,100,0,8,60.1,425, 
ttyS3, 2021-05-18 19:57:35.015195,36.8,121.8,0.273,33.5,0.008,3093.8,8.074,56.3,121.9,0.454,36.6,120,0.27,100,0,8,60.1,368, 
ttyS3, 2021-05-18 19:57:36.015195,36.8,121.8,0.272,35.1,0.009,3099.1,8.088,56.5,122,0.454,36.6,121.4,0.271,100,0,8,60.1,368, 
ttyS3, 2021-05-18 19:57:37.015195,36.7,121.6,0.271,36.7,0.009,3104,8.101,56.5,121.9,0.455,36.6,121.4,0.27,100,0,8,60,367, 
ttyS3, 2021-05-18 19:57:38.015195,56.5,121.7,0.454,38.2,0.009,3101.9,8.096,56.5,121.9,0.455,36.7,121.4,0.27,100,0,8,60.1,565, 
ttyS3, 2021-05-18 19:57:39.015195,36.7,121.6,0.271,39.8,0.01,3105.2,8.104,56.5,121.9,0.455,36.6,121.4,0.27,100,0,8,60.1,367, 
ttyS3, 2021-05-18 19:57:40.015195,36.8,121.8,0.272,41.3,0.01,3102.4,8.097,56.9,122.3,0.457,36.7,121.5,0.271,100,0,8,60.1,368, 
ttyS3, 2021-05-18 19:57:41.015195,36.7,121.7,0.272,42.9,0.011,3106.8,8.108,56.5,122,0.455,36.7,121.5,0.271,100,0,8,60.1,367, 
ttyS3, 2021-05-18 19:57:42.015195,56.1,121.6,0.453,44.5,0.011,3112.5,8.123,56.7,122.2,0.456,36.6,121.3,0.271,100,0,8,60,561, 
ttyS3, 2021-05-18 19:57:43.015195,36.6,121.6,0.271,46.1,0.012,3114.1,8.127,56.3,121.8,0.454,36.6,121.3,0.27,100,0,8,60,366, 
ttyS3, 2021-05-18 19:57:44.015195,36.9,122.1,0.273,47.6,0.012,3118,8.138,56.7,122.4,0.456,36.6,121.5,0.27,100,0,8,60,369, 
ttyS3, 2021-05-18 19:57:45.015195,37,122.2,0.273,49.2,0.012,3121.5,8.147,56.8,122.3,0.456,36.6,121.5,0.271,100,0,8,59.9,370, 
ttyS3, 2021-05-18 19:57:46.015195,20.2,121.7,0.123,49.5,0.012,3042.5,7.941,37,122.5,0.273,0,121.6,0,100,0,8,60,202, 
ttyS3, 2021-05-18 19:57:47.015195,56.4,121.5,0.453,50.8,0.013,3030.6,7.91,56.5,121.9,0.456,0,121.4,0,100,0,8,59.9,564, 
ttyS3, 2021-05-18 19:57:48.015195,36.8,121.7,0.272,52.3,0.013,3031.4,7.912,56.7,122.1,0.456,36.6,121.4,0.27,100,0,8,59.9,368, 
ttyS3, 2021-05-18 19:57:49.015195,36.7,121.7,0.272,53.9,0.014,3036.5,7.925,56.4,121.9,0.454,36.4,121.4,0.27,100,0,8,60,367, 
ttyS3, 2021-05-18 19:57:50.015195,0.2,121.6,0,54.5,0.014,2986.9,7.796,36.8,121.9,0.272,0,120.6,0,100,0,8,60,2, 
ttyS3, 2021-05-18 19:57:51.015195,56.4,121.6,0.455,55.3,0.014,2949.2,7.697,56.7,122,0.457,0,121,0,100,0,8,60,564, 
ttyS3, 2021-05-18 19:57:52.015195,36.8,121.6,0.272,56.8,0.014,2951.5,7.703,56.5,122,0.455,36.7,121.5,0.271,100,0,8,59.9,368, 
ttyS3, 2021-05-18 19:57:53.015195,56.4,121.6,0.454,58.3,0.015,2954,7.71,56.5,122,0.454,36.7,121.4,0.271,100,0,8,60,564, 
ttyS3, 2021-05-18 19:57:54.015195,56.7,121.7,0.455,59,0.015,2918,7.616,56.9,122,0.458,0,121.6,0,100,0,8,60,567, 
ttyS3, 2021-05-18 19:57:55.015195,49.5,122.1,0.273,60.5,0.015,2922.7,7.628,56.9,122.1,0.456,36.8,121.6,0.271,99,0,8,59.9,498, 
ttyS3, 2021-05-18 19:57:56.015195,36.9,121.8,0.272,62.1,0.016,2929.9,7.647,56.9,122.1,0.456,36.8,121.6,0.271,100,0,8,60.1,369, 
ttyS3, 2021-05-18 19:57:57.015195,56.7,122,0.454,63.8,0.016,2937.8,7.667,56.7,122.2,0.456,36.8,121.6,0.271,100,0,8,60,567, 
ttyS3, 2021-05-18 19:57:58.015195,56.7,122.1,0.454,65.3,0.017,2942,7.678,56.9,122.1,0.456,36.8,121.7,0.271,100,0,8,60,567, 
ttyS3, 2021-05-18 19:57:59.015195,0,121.5,0,66.6,0.017,2935.6,7.662,56.7,122.2,0.456,0,121.1,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:00.015195,0,121.4,0,66.9,0.017,2886.1,7.532,20.2,121.7,0.165,0,121.2,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:01.015195,36.7,121.3,0.271,67.6,0.017,2854.2,7.449,56.3,121.6,0.455,0,121.1,0,100,0,8,60,367, 
ttyS3, 2021-05-18 19:58:02.015195,56.2,121.5,0.452,69.1,0.018,2860.7,7.466,56.3,121.6,0.454,36.5,121.1,0.27,100,0,8,60,562, 
ttyS3, 2021-05-18 19:58:03.015195,36.5,121.3,0.271,70.6,0.018,2864.3,7.475,56.2,121.6,0.453,36.4,121.1,0.269,100,0,8,60,365, 
ttyS3, 2021-05-18 19:58:04.015195,8.6,121.4,0.122,71.2,0.018,2831.1,7.389,56,121.7,0.453,0,121.1,0,100,0,8,60.1,86, 
ttyS3, 2021-05-18 19:58:05.015195,56.2,121.3,0.454,71.5,0.018,2789.7,7.281,56.3,121.7,0.456,0,121.1,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:06.015195,36.4,121.2,0.27,73.1,0.019,2795.6,7.296,56.2,121.4,0.454,36.4,121,0.269,100,0,8,60.1,364, 
ttyS3, 2021-05-18 19:58:07.015195,36.4,121.1,0.27,74.7,0.019,2802.9,7.315,55.9,121.3,0.452,36.3,120.9,0.269,100,0,8,60.1,364, 
ttyS3, 2021-05-18 19:58:08.015195,0,121.4,0,75.1,0.019,2768.6,7.226,36.5,121.5,0.271,0,121,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:09.015195,0,121.4,0,75.1,0.019,2719.3,7.097,0.1,121.7,0,0,121.2,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:10.015195,0,121.2,0,75.1,0.019,2671.7,6.973,0.1,121.6,0,0,121,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:11.015195,0.1,121.2,0,75.1,0.019,2625.8,6.853,0.1,121.5,0,0,121,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:58:12.015195,0,121.3,0,75.1,0.019,2581.4,6.737,0.1,121.6,0,0,121,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:13.015195,0,121.7,0,75.1,0.019,2538.5,6.625,0.1,121.7,0,0,121.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:14.015195,0,121.4,0,75.1,0.019,2497,6.517,0.1,121.7,0,0,121.2,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:15.015195,0,121.4,0,75.1,0.019,2456.9,6.412,0.1,121.7,0,0,121.2,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:16.015195,0,121.1,0,75.1,0.019,2418,6.31,0.1,121.5,0,0,120.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:17.015195,0,121.4,0,75.1,0.019,2380.3,6.212,0.1,121.4,0,0,120.6,0,100,0,8,59.9,0, 
ttyS3, 2021-05-18 19:58:18.015195,0,121.6,0,75.2,0.019,2343.8,6.117,0.1,121.6,0,0,121.2,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:19.015195,0,121.4,0,75.2,0.019,2308.3,6.024,0.1,121.6,0,0,121.1,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:20.015195,0,121.5,0,75.2,0.019,2274,5.935,0.1,121.7,0,0,121.2,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:21.015195,0.1,121.7,0,75.2,0.019,2240.6,5.848,0.1,121.8,0,0,121.2,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:58:22.015195,0,121.5,0,75.2,0.019,2208.3,5.763,0.1,121.9,0,0,121.3,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:23.015195,0,121.7,0,75.2,0.019,2176.8,5.681,0.1,121.8,0,0,121.3,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:24.015195,0,121.4,0,75.2,0.019,2146.3,5.602,0.1,121.9,0,0,121.4,0,100,0,8,59.9,0, 
ttyS3, 2021-05-18 19:58:25.015195,0.1,121.6,0,75.2,0.019,2116.6,5.524,0.1,121.7,0,0,121.2,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:58:26.015195,0.1,121.5,0,75.2,0.019,2087.7,5.449,0.1,121.6,0,0,121.2,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:58:27.015195,0,121.4,0,75.2,0.019,2059.6,5.375,0.1,121.6,0,0,121.1,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:28.015195,0,121.6,0,75.2,0.019,2032.2,5.304,0.1,121.7,0,0,121.2,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:29.015195,0.1,121.5,0,75.2,0.019,2005.6,5.234,0.1,121.7,0,0,121.3,0,100,0,8,59.9,1, 
ttyS3, 2021-05-18 19:58:30.015195,0,121.5,0,75.2,0.019,1979.7,5.167,0.1,121.7,0,0,121.2,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:31.015195,0,121.5,0,75.2,0.019,1954.4,5.101,0.1,121.8,0,0,121.3,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:32.015195,0,121.5,0,75.2,0.019,1929.7,5.036,0.1,121.8,0,0,121.3,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:33.015195,0,121.6,0,75.2,0.019,1905.7,4.974,0.1,121.7,0,0,121.3,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:34.015195,0,121.4,0,75.2,0.019,1882.3,4.912,0.1,121.8,0,0,121.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:35.015195,0,121.7,0,75.2,0.019,1859.4,4.853,0.1,122,0,0,121.4,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:36.015195,0,121.7,0,75.2,0.019,1837.1,4.795,0.1,121.9,0,0,121.5,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:37.015195,0,121.7,0,75.2,0.019,1815.3,4.738,0.1,121.9,0,0,121.4,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:38.015195,0,121.7,0,75.2,0.019,1794.1,4.682,0.1,121.9,0,0,121.4,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:39.015195,0,121.8,0,75.2,0.019,1773.3,4.628,0.1,121.9,0,0,121.4,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:40.015195,0,121.7,0,75.2,0.019,1753,4.575,0.1,122,0,0,121.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:41.015195,0,121.7,0,75.3,0.019,1733.2,4.523,0.1,121.9,0,0,121.4,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:42.015195,0,121.8,0,75.3,0.019,1713.8,4.473,0.1,122,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:43.015195,0,121.9,0,75.3,0.019,1694.9,4.423,0.1,122,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:44.015195,0,121.7,0,75.3,0.019,1676.3,4.375,0.1,122,0,0,121.5,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:45.015195,0,121.8,0,75.3,0.019,1658.2,4.328,0.1,122.1,0,0,121.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:46.015195,0,121.8,0,75.3,0.019,1640.5,4.281,0.1,122,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:47.015195,0,121.9,0,75.3,0.019,1623.1,4.236,0.1,122,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:48.015195,0,121.8,0,75.3,0.019,1606.1,4.192,0.1,122,0,0,121.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:49.015195,0,122,0,75.3,0.019,1589.5,4.148,0.2,122.2,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:50.015195,0,121.9,0,75.3,0.019,1573.2,4.106,0.1,122.1,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:51.015195,0,121.7,0,75.3,0.019,1557.2,4.064,0.2,122,0,0,121.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:52.015195,0,121.9,0,75.3,0.019,1541.6,4.023,0.1,122.1,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:53.015195,0,121.9,0,75.3,0.019,1526.2,3.983,0.1,122.1,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:54.015195,0,121.9,0,75.3,0.019,1511.2,3.944,0.1,122.2,0,0,121.7,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:55.015195,0,121.1,0,75.3,0.019,1496.5,3.905,0.1,122.1,0,0,120.9,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:58:56.015195,0.1,121.3,0,75.3,0.019,1482,3.868,0.2,121.5,0,0,121,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:58:57.015195,0,121.3,0,75.3,0.019,1467.9,3.831,0.1,121.5,0,0,121.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:58:58.015195,0.1,121.2,0,75.3,0.019,1454,3.795,0.2,121.6,0,0,121.1,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:58:59.015195,0,121.7,0,75.3,0.019,1440.4,3.759,0.2,121.7,0,0,121.1,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:00.015195,0,121.6,0,75.3,0.019,1427,3.724,0.2,121.7,0,0,121.3,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:01.015195,0,121.6,0,75.3,0.019,1413.9,3.69,0.1,121.7,0,0,121.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:02.015195,0,121.8,0,75.3,0.019,1401,3.656,0.2,121.9,0,0,121.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:03.015195,0.1,121.8,0,75.3,0.019,1388.3,3.623,0.2,122,0,0,121.5,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:59:04.015195,0,121.7,0,75.3,0.019,1375.9,3.591,0.1,121.9,0,0,121.5,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:05.015195,0,121.7,0,75.4,0.019,1363.7,3.559,0.2,121.8,0,0,121.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:06.015195,0,121.6,0,75.4,0.019,1351.7,3.528,0.2,121.8,0,0,121.4,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:07.015195,0.1,121.7,0,75.4,0.019,1340,3.497,0.2,121.8,0,0,121.4,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:59:08.015195,0.1,121.6,0,75.4,0.019,1328.4,3.467,0.2,121.9,0,0,121.5,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:59:09.015195,0,121.5,0,75.4,0.019,1317,3.437,0.2,121.9,0,0,121.4,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:10.015195,0,121.5,0,75.4,0.019,1305.9,3.408,0.2,121.8,0,0,121.4,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:11.015195,0.1,121.7,0,75.4,0.019,1294.9,3.379,0.2,121.8,0,0,121.5,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:59:12.015195,0,121.6,0,75.4,0.019,1284.1,3.351,0.1,121.9,0,0,121.5,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:13.015195,0,121.8,0,75.4,0.019,1273.4,3.323,0.1,122,0,0,121.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:14.015195,0,121.8,0,75.4,0.019,1263,3.296,0.2,121.9,0,0,121.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:15.015195,0,121.8,0,75.4,0.019,1252.7,3.269,0.1,122.1,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:16.015195,0,121.8,0,75.4,0.019,1242.6,3.243,0.1,122,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:17.015195,0,121.7,0,75.4,0.019,1232.7,3.217,0.1,122,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:18.015195,0.1,121.8,0,75.4,0.019,1222.9,3.191,0.1,122,0,0,121.5,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:59:19.015195,0,121.8,0,75.4,0.019,1213.2,3.166,0.1,122,0,0,121.6,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:20.015195,0,121.8,0,75.4,0.019,1203.7,3.141,0.1,122.2,0,0,121.7,0,100,0,8,59.9,0, 
ttyS3, 2021-05-18 19:59:21.015195,0,122,0,75.4,0.019,1194.4,3.117,0.1,122.3,0,0,121.7,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:22.015195,0,122.1,0,75.4,0.019,1185.2,3.093,0.1,122.2,0,0,121.7,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:23.015195,0,121.9,0,75.4,0.019,1176.1,3.069,0.1,122.5,0,0,121.8,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:24.015195,0,122.1,0,75.4,0.019,1167.2,3.046,0.1,122.2,0,0,121.8,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:25.015195,0,122,0,75.4,0.019,1158.5,3.023,0.1,122.3,0,0,121.9,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:26.015195,0.1,122.3,0,75.5,0.019,1149.8,3.001,0.1,122.4,0,0,121.9,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:59:27.015195,0,122.2,0,75.5,0.019,1141.3,2.978,0.1,122.5,0,0,122,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:28.015195,0,122.2,0,75.5,0.019,1132.9,2.956,0.1,122.3,0,0,121.8,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:29.015195,0.1,122.3,0,75.5,0.019,1124.6,2.935,0.1,122.4,0,0,122,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:30.015195,0,122.2,0,75.5,0.019,1116.5,2.914,0.1,122.4,0,0,122,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:31.015195,0,122.2,0,75.5,0.019,1108.4,2.893,0.1,122.5,0,0,122,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:32.015195,0,122.3,0,75.5,0.019,1100.5,2.872,0.1,122.6,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:33.015195,0,122.4,0,75.5,0.019,1092.7,2.852,0.1,122.5,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:34.015195,0,122.4,0,75.5,0.019,1085,2.832,0.1,122.6,0,0,122.2,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:35.015195,0,122.4,0,75.5,0.019,1077.5,2.812,0.1,122.6,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:36.015195,0,122.5,0,75.5,0.019,1070,2.792,0.1,122.7,0,0,122.2,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:37.015195,0,122.6,0,75.5,0.019,1062.6,2.773,0.2,122.8,0,0,122.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:38.015195,0,122.4,0,75.5,0.019,1055.4,2.754,0.1,122.6,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:39.015195,0,122.4,0,75.5,0.019,1048.2,2.735,0.1,122.6,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:40.015195,0.1,122.5,0,75.5,0.019,1041.1,2.717,0.1,122.7,0,0,122.2,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 19:59:41.015195,0,122.5,0,75.5,0.019,1034.2,2.699,0.1,122.7,0,0,122.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:42.015195,0,122.4,0,75.5,0.019,1027.3,2.681,0.1,122.7,0,0,122.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:43.015195,0,122.5,0,75.5,0.019,1020.5,2.663,0.2,122.7,0,0,122.3,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:44.015195,0,122.5,0,75.5,0.019,1013.8,2.646,0.2,122.8,0,0,122.4,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 19:59:45.015195,0,122.5,0,75.5,0.019,1007.2,2.628,0.2,122.7,0,0,122.2,0,100,0,8,59.9,0, 
ttyS3, 2021-05-18 19:59:46.015195,0.1,122.7,0,75.5,0.019,1000.7,2.611,0.1,122.8,0,0,122.3,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:59:47.015195,0.1,122.6,0,75.6,0.019,994.2,2.595,0.2,122.8,0,0,122.3,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:59:48.015195,0,122.8,0,75.6,0.019,987.9,2.578,0.2,122.9,0,0,122.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:49.015195,0.1,122.6,0,75.6,0.019,981.6,2.562,0.2,122.9,0,0,122.4,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:59:50.015195,0,122.7,0,75.6,0.019,975.4,2.545,0.2,122.8,0,0,122.3,0,100,0,8,59.9,0, 
ttyS3, 2021-05-18 19:59:51.015195,0,122.8,0,75.6,0.019,969.3,2.53,0.2,122.9,0,0,122.4,0,100,0,8,59.9,0, 
ttyS3, 2021-05-18 19:59:52.015195,0,122.6,0,75.6,0.019,963.3,2.514,0.1,122.9,0,0,122.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:53.015195,0,122.7,0,75.6,0.019,957.3,2.498,0.1,122.9,0,0,122.5,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:54.015195,0.1,122.1,0,75.6,0.019,951.4,2.483,0.1,123,0,0,122,0,100,0,8,60,1, 
ttyS3, 2021-05-18 19:59:55.015195,0,122.1,0,75.6,0.019,945.6,2.468,0.1,122.3,0,0,121.8,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:56.015195,0,122.2,0,75.6,0.019,939.9,2.453,0.1,122.4,0,0,121.8,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:57.015195,0,122.2,0,75.6,0.019,934.2,2.438,0.1,122.4,0,0,121.9,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:58.015195,0,122.3,0,75.6,0.019,928.6,2.423,0.1,122.4,0,0,121.9,0,100,0,8,60,0, 
ttyS3, 2021-05-18 19:59:59.015195,0.1,122.3,0,75.6,0.019,923,2.409,0.1,122.4,0,0,122,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 20:00:00.015195,0,122.4,0,75.6,0.019,917.6,2.394,0.2,122.6,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 20:00:01.015195,0.1,122.3,0,75.6,0.019,912.2,2.38,0.1,122.5,0,0,122.1,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 20:00:02.015195,0.1,122.3,0,75.6,0.019,906.8,2.366,0.1,122.5,0,0,122.1,0,100,0,8,60.1,1, 
ttyS3, 2021-05-18 20:00:03.015195,0,122.4,0,75.6,0.019,901.5,2.353,0.1,122.5,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 20:00:04.015195,0,122.3,0,75.6,0.019,896.3,2.339,0.1,122.5,0,0,122.1,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 20:00:05.015195,0,122.3,0,75.6,0.019,891.2,2.326,0.2,122.6,0,0,122.2,0,100,0,8,60.1,0, 
ttyS3, 2021-05-18 20:00:06.015195,0.1,122.2,0,75.6,0.019,886.1,2.312,0.1,122.5,0,0,122,0,100,0,8,60,1, 
ttyS3, 2021-05-18 20:00:07.015195,0.1,122.1,0,75.6,0.019,881,2.299,0.1,122.5,0,0,121.8,0,100,0,8,60,0, 
