"Meter,","Time,","W,","V,","A,","WH,","Cost,","WH/Mo,","Cost/Mo,","Wmax,","Vmax,","Amax,","Wmin,","Vmin,","Amin,","PF,","DC,","PC,","HZ,",VA,
ttyS3, 2021-03-08 16:32:44.860399,3.7,122.4,0.03,12.8,0.003,249,0.647,3.8,122.4,0.059,3.7,122.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:45.860399,3.8,122.3,0.031,12.8,0.003,249,0.647,3.8,122.4,0.058,3.7,122.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:32:46.860399,3.8,122.3,0.031,12.8,0.003,249,0.647,3.8,122.4,0.051,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:47.860399,3.7,122.4,0.03,12.8,0.003,249,0.647,3.8,122.4,0.056,3.7,122.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:48.860399,3.8,122.3,0.051,12.8,0.003,249,0.647,3.8,122.4,0.056,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:32:49.860399,3.8,122.3,0.05,12.8,0.003,249,0.647,3.8,122.4,0.051,3.7,122.2,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:32:50.860399,3.7,122.3,0.03,12.8,0.003,249,0.647,3.8,122.4,0.056,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:51.860399,3.7,122.4,0.03,12.8,0.003,249,0.647,3.8,122.5,0.058,3.7,122.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:52.860399,3.8,122.2,0.031,12.8,0.003,249,0.647,3.8,122.4,0.053,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:53.860399,3.8,122.3,0.031,12.9,0.003,249,0.647,3.8,122.4,0.051,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:54.860399,3.7,122.2,0.03,12.9,0.003,249,0.647,3.8,122.4,0.056,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:55.860399,3.8,122.3,0.031,12.9,0.003,249,0.647,3.8,122.3,0.058,3.7,122.1,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:56.860399,3.8,122.3,0.031,12.9,0.003,249,0.647,3.8,122.3,0.058,3.7,122.1,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:32:57.860399,3.8,122.4,0.031,12.9,0.003,249,0.647,3.8,122.5,0.051,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:32:58.860399,3.7,122.5,0.03,12.9,0.003,249,0.647,3.8,122.5,0.058,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:32:59.860399,3.8,122.4,0.031,12.9,0.003,249,0.647,3.8,122.5,0.057,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:00.860399,3.8,122.3,0.031,12.9,0.003,249,0.647,3.8,122.5,0.062,3.7,122.2,0,55,0,1,60,0, 
ttyS3, 2021-03-08 16:33:01.860399,3.7,122.4,0.03,12.9,0.003,249,0.647,3.8,122.4,0.051,3.7,122.2,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:02.860399,3.8,122.3,0.031,12.9,0.003,249,0.647,3.8,122.5,0.06,3.7,122.3,0.03,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:03.860399,3.8,122.3,0.031,12.9,0.003,249.1,0.647,3.8,122.4,0.057,3.7,122.2,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:04.860399,3.8,122.3,0.031,12.9,0.003,249.1,0.647,3.8,122.4,0.052,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:05.860399,3.7,122.3,0.03,13,0.003,249.1,0.647,3.8,122.4,0.059,3.7,122.2,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:06.860399,3.8,122.4,0.031,13,0.003,249.1,0.647,3.8,122.5,0.055,3.7,122.2,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:07.860399,3.8,122.4,0.031,13,0.003,249.1,0.647,3.8,122.4,0.057,3.7,122.2,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:08.860399,3.8,122.4,0.031,13,0.003,249.1,0.647,3.8,122.4,0.053,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:09.860399,3.8,122.3,0.031,13,0.003,249.1,0.647,3.8,122.4,0.062,3.7,122.1,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:10.860399,3.8,122.2,0.031,13,0.003,249.1,0.647,3.8,122.3,0.059,3.7,122.1,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:11.860399,3.8,122.4,0.052,13,0.003,249.1,0.647,3.8,122.4,0.052,3.7,122.1,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:12.860399,3.7,122.4,0.03,13,0.003,249.1,0.647,3.8,122.5,0.059,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:13.860399,3.8,122.4,0.031,13,0.003,249.1,0.647,3.8,122.5,0.058,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:14.860399,3.8,122.3,0.052,13,0.003,249.1,0.647,3.8,122.5,0.055,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:33:15.860399,3.7,122.3,0.03,13,0.003,249.1,0.647,3.8,122.5,0.053,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:16.860399,3.7,122.3,0.03,13,0.003,249.1,0.647,3.8,122.5,0.057,3.7,122.2,0.03,58,0,1,60,0, 
ttyS3, 2021-03-08 16:33:17.860399,3.8,122.4,0.031,13.1,0.003,249.1,0.647,3.8,122.5,0.058,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:18.860399,3.8,122.5,0.031,13.1,0.003,249.1,0.647,3.8,122.5,0.052,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:19.860399,3.7,122.4,0.03,13.1,0.003,249.1,0.647,3.8,122.6,0.059,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:20.860399,3.8,122.4,0.031,13.1,0.003,249.1,0.647,3.8,122.5,0.056,3.7,122.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:21.860399,3.8,122.2,0.031,13.1,0.003,249.1,0.647,3.8,122.5,0.059,3.7,122.2,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:22.860399,3.8,122.3,0.031,13.1,0.003,249.1,0.647,3.8,122.4,0.052,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:23.860399,3.7,122.4,0.03,13.1,0.003,249.1,0.647,3.8,122.4,0.059,3.7,122.2,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:24.860399,3.8,122.2,0.031,13.1,0.003,249.1,0.647,3.8,122.4,0.057,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:25.860399,3.8,122.2,0.051,13.1,0.003,249.1,0.647,3.8,122.3,0.052,3.7,122,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:26.860399,3.8,122.3,0.031,13.1,0.003,249.1,0.647,3.8,122.3,0.06,3.7,122.1,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:33:27.860399,3.7,122.3,0.03,13.1,0.003,249.1,0.647,3.8,122.4,0.06,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:28.860399,3.8,122.3,0.052,13.1,0.003,249.1,0.647,3.8,122.4,0.055,3.7,122.2,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:29.860399,3.8,122.4,0.06,13.1,0.003,249.1,0.647,3.8,122.5,0.06,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:30.860399,3.7,122.3,0.03,13.1,0.003,249.1,0.647,3.8,122.5,0.06,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:31.860399,3.8,122.3,0,13.1,0.003,249.1,0.647,3.8,122.4,0.056,3.7,122.1,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:32.860399,3.8,122.3,0.031,13.2,0.003,249.1,0.647,3.8,122.4,0.057,3.7,122.1,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:33.860399,3.8,122.3,0.031,13.2,0.003,249.1,0.647,3.8,122.4,0.058,3.7,122.1,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:34.860399,3.8,122.2,0.031,13.2,0.003,249.1,0.647,3.8,122.3,0.051,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:35.860399,3.7,122.2,0,13.2,0.003,249.1,0.647,3.8,122.3,0.057,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:36.860399,3.8,122.3,0.031,13.2,0.003,249.1,0.647,3.8,122.4,0.057,3.7,122.1,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:33:37.860399,3.8,122.4,0.031,13.2,0.003,249.1,0.647,3.8,122.5,0.031,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:38.860399,3.7,122.4,0.03,13.2,0.003,249.1,0.647,3.8,122.5,0.059,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:39.860399,3.8,122.3,0.031,13.2,0.003,249.1,0.647,3.8,122.5,0.056,3.7,122.1,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:40.860399,3.8,122.3,0.031,13.2,0.003,249.1,0.647,3.8,122.4,0.058,3.7,122.1,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:41.860399,3.8,122.3,0.052,13.2,0.003,249.1,0.647,3.8,122.4,0.052,3.7,122.1,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:42.860399,3.8,122.3,0.031,13.2,0.003,249.1,0.647,3.8,122.4,0.056,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:43.860399,3.7,122.2,0.03,13.2,0.003,249.1,0.647,3.8,122.3,0.059,3.7,122.1,0.03,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:44.860399,3.8,122.3,0.051,13.3,0.003,249.1,0.647,3.8,122.4,0.055,3.7,122.1,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:45.860399,3.7,122.4,0.03,13.3,0.003,249.1,0.647,3.8,122.4,0.053,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:33:46.860399,3.8,122.3,0.031,13.3,0.003,249.1,0.647,3.8,122.4,0.059,3.7,122.2,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:47.860399,3.8,122.3,0.031,13.3,0.003,249.1,0.647,3.8,122.4,0.059,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:48.860399,3.8,122.2,0.051,13.3,0.003,249.1,0.647,3.8,122.4,0.051,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:49.860399,3.7,122.4,0.03,13.3,0.003,249.1,0.647,3.8,122.5,0.056,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:50.860399,3.8,122.4,0.031,13.3,0.003,249.1,0.647,3.8,122.5,0.064,3.7,122.2,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:51.860399,3.8,122.4,0.031,13.3,0.003,249.1,0.647,3.8,122.4,0.062,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:52.860399,3.7,122.4,0.05,13.3,0.003,249.1,0.647,3.8,122.5,0.051,3.7,122.2,0,56,0,1,60,0, 
ttyS3, 2021-03-08 16:33:53.860399,3.8,122.4,0.031,13.3,0.003,249.1,0.647,3.8,122.6,0.056,3.7,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:33:54.860399,3.8,122.3,0.031,13.3,0.003,249.1,0.647,3.8,122.5,0.055,3.7,122.3,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:55.860399,3.8,122.4,0.031,13.3,0.003,249.1,0.647,3.8,122.5,0.051,3.7,122.3,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:56.860399,3.8,122.4,0.031,13.3,0.003,249.1,0.647,3.8,122.4,0.055,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:33:57.860399,3.8,122.3,0.031,13.4,0.003,249.1,0.647,3.8,122.4,0.063,3.8,122.2,0.031,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:58.860399,3.8,122.4,0.031,13.4,0.003,249.1,0.647,3.8,122.4,0.061,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:33:59.860399,3.8,122.5,0.031,13.4,0.003,249.1,0.647,3.8,122.6,0.052,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:00.860399,3.8,122.5,0.031,13.4,0.003,249.1,0.647,3.8,122.7,0.058,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:01.860399,3.8,122.5,0.031,13.4,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.4,0.03,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:02.860399,3.8,122.4,0.031,13.4,0.003,249.1,0.647,3.8,122.5,0.057,3.7,122.3,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:03.860399,3.8,122.4,0.05,13.4,0.003,249.1,0.647,3.8,122.5,0.051,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:04.860399,3.7,122.5,0.03,13.4,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:05.860399,3.7,122.5,0.03,13.4,0.003,249.1,0.647,3.8,122.5,0.056,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:06.860399,3.8,122.5,0.031,13.4,0.003,249.1,0.647,3.8,122.6,0.058,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:07.860399,3.8,122.5,0.031,13.4,0.003,249.1,0.647,3.8,122.6,0.031,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:08.860399,3.7,122.4,0.03,13.4,0.003,249.1,0.647,3.8,122.5,0.059,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:09.860399,3.8,122.5,0.031,13.5,0.003,249.1,0.647,3.8,122.5,0.054,3.7,122.3,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:10.860399,3.8,122.5,0.031,13.5,0.003,249.1,0.647,3.8,122.6,0.055,3.7,122.3,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:11.860399,3.8,122.4,0.031,13.5,0.003,249.1,0.647,3.8,122.5,0.051,3.7,122.2,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:12.860399,3.7,122.4,0.03,13.5,0.003,249.1,0.647,3.8,122.6,0.055,3.7,122.4,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:13.860399,3.8,122.6,0.03,13.5,0.003,249.1,0.647,3.8,122.6,0.056,3.7,122.3,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:14.860399,3.8,122.5,0.031,13.5,0.003,249.1,0.647,3.8,122.6,0.054,3.7,122.4,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:15.860399,3.8,122.6,0.03,13.5,0.003,249.1,0.647,3.8,122.7,0.051,3.7,122.4,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:16.860399,3.7,122.5,0.03,13.5,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.4,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:17.860399,3.8,122.5,0.031,13.5,0.003,249.1,0.647,3.8,122.6,0.059,3.7,122.4,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:18.860399,3.8,122.3,0.031,13.5,0.003,249.1,0.647,3.8,122.5,0.051,3.7,122.2,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:19.860399,3.7,122.3,0.03,13.5,0.003,249.1,0.647,3.8,122.4,0.058,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:20.860399,3.8,122.4,0.031,13.5,0.003,249.1,0.647,3.8,122.5,0.057,3.7,122.2,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:21.860399,3.8,122.4,0.031,13.5,0.003,249.1,0.647,3.8,122.5,0.062,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:22.860399,3.8,122.5,0.031,13.5,0.003,249.1,0.647,3.8,122.5,0.05,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:23.860399,3.8,122.5,0.031,13.6,0.003,249.1,0.647,3.8,122.7,0.058,3.8,122.4,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:24.860399,3.8,122.6,0.03,13.6,0.003,249.1,0.647,3.8,122.6,0.058,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:25.860399,3.8,122.6,0.03,13.6,0.003,249.1,0.647,3.8,122.6,0.051,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:26.860399,3.8,122.6,0.03,13.6,0.003,249.1,0.647,3.8,122.7,0.058,3.7,122.4,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:27.860399,3.8,122.5,0.031,13.6,0.003,249.1,0.647,3.8,122.7,0.058,3.7,122.4,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:28.860399,3.8,122.5,0.031,13.6,0.003,249.1,0.647,3.8,122.7,0.056,3.7,122.5,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:29.860399,3.8,122.5,0.031,13.6,0.003,249.1,0.647,3.8,122.6,0.054,3.7,122.4,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:30.860399,3.7,122.5,0.03,13.6,0.003,249.1,0.647,3.8,122.6,0.051,3.7,122.4,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:31.860399,3.8,122.5,0.031,13.6,0.003,249.1,0.647,3.8,122.6,0.055,3.7,122.4,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:32.860399,3.8,122.6,0.03,13.6,0.003,249.1,0.647,3.8,122.6,0.054,3.7,122.4,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:33.860399,3.8,122.5,0.031,13.6,0.003,249.1,0.647,3.8,122.6,0.052,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:34.860399,3.8,122.6,0.03,13.6,0.003,249.1,0.647,3.8,122.7,0.054,3.7,122.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:35.860399,3.7,122.6,0.03,13.6,0.003,249.1,0.647,3.8,122.7,0.057,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:36.860399,3.8,122.6,0.03,13.7,0.003,249.1,0.647,3.8,122.7,0.057,3.7,122.5,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:37.860399,3.7,122.6,0.03,13.7,0.003,249.1,0.647,3.8,122.7,0.05,3.7,122.5,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:34:38.860399,3.8,122.5,0.031,13.7,0.003,249.1,0.647,3.8,122.7,0.057,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:39.860399,3.7,122.5,0.03,13.7,0.003,249.1,0.647,3.8,122.7,0.055,3.7,122.5,0.03,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:40.860399,3.8,122.6,0.03,13.7,0.003,249.1,0.647,3.8,122.7,0.057,3.7,122.5,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:41.860399,3.8,122.5,0.031,13.7,0.003,249.1,0.647,3.8,122.7,0.058,3.7,122.4,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:34:42.860399,3.8,122.7,0.03,13.7,0.003,249.1,0.647,3.8,122.7,0.053,3.7,120.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:43.860399,3.8,122.4,0.031,13.7,0.003,249.1,0.647,3.8,122.7,0.056,3.7,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:44.860399,3.8,122.5,0.031,13.7,0.003,249.1,0.647,3.8,122.6,0.055,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:45.860399,3.8,122.6,0.03,13.7,0.003,249.1,0.647,3.8,122.7,0.052,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:46.860399,3.7,122.6,0.03,13.7,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:47.860399,3.8,122.5,0.031,13.7,0.003,249.1,0.647,3.8,122.6,0.059,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:48.860399,3.8,122.4,0.031,13.8,0.003,249.1,0.647,3.8,122.5,0.051,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:49.860399,3.7,122.6,0.03,13.8,0.003,249.1,0.647,3.8,122.6,0.058,3.7,122.3,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:34:50.860399,3.8,122.4,0.031,13.8,0.003,249.1,0.647,3.8,122.6,0.056,3.7,122.4,0.03,58,0,1,60,0, 
ttyS3, 2021-03-08 16:34:51.860399,3.8,122.4,0.031,13.8,0.003,249.1,0.647,3.8,122.6,0.059,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:52.860399,3.7,122.5,0.03,13.8,0.003,249.1,0.647,3.8,122.6,0.05,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:53.860399,3.8,122.4,0.031,13.8,0.003,249.1,0.647,3.8,122.6,0.058,3.7,122.3,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:54.860399,3.8,122.2,0.031,13.8,0.003,249.1,0.647,3.8,122.5,0.062,3.7,122.2,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:55.860399,3.8,122.3,0.031,13.8,0.003,249.1,0.647,3.8,122.3,0.059,3.7,122.1,0,55,0,1,60,0, 
ttyS3, 2021-03-08 16:34:56.860399,3.8,122.3,0.031,13.8,0.003,249.1,0.647,3.8,122.4,0.052,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:57.860399,3.8,122.5,0.031,13.8,0.003,249.1,0.647,3.8,122.6,0.057,3.8,122.3,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:34:58.860399,3.8,122.4,0.031,13.8,0.003,249.1,0.647,3.8,122.6,0.059,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:34:59.860399,3.8,122.4,0.031,13.8,0.003,249.1,0.647,3.8,122.6,0.052,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:00.860399,3.8,122.6,0.03,13.8,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:01.860399,3.8,122.6,0.03,13.8,0.003,249.1,0.647,3.8,122.7,0.058,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:02.860399,3.8,122.7,0.03,13.8,0.003,249.1,0.647,3.8,122.8,0.051,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:03.860399,3.8,122.5,0,13.9,0.003,249.1,0.647,3.8,122.7,0.059,3.8,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:04.860399,3.8,122.6,0.03,13.9,0.003,249.1,0.647,3.8,122.7,0.057,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:05.860399,3.8,122.7,0.03,13.9,0.003,249.1,0.647,3.8,122.8,0.052,3.7,122.5,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:06.860399,3.7,122.5,0.03,13.9,0.003,249.1,0.647,3.8,122.7,0.056,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:07.860399,3.8,122.4,0.031,13.9,0.003,249.1,0.647,3.8,122.5,0.06,3.7,122.3,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:08.860399,3.8,122.5,0.031,13.9,0.003,249.1,0.647,3.8,122.6,0.06,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:09.860399,3.8,122.5,0.031,13.9,0.003,249.1,0.647,3.8,122.6,0.059,3.7,122.4,0,55,0,1,59.9,0, 
ttyS3, 2021-03-08 16:35:10.860399,3.8,122.5,0.031,13.9,0.003,249.1,0.647,3.8,122.6,0.053,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:11.860399,3.8,122.6,0.03,13.9,0.003,249.1,0.647,3.8,122.7,0.057,3.7,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:12.860399,3.8,122.5,0.031,13.9,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.4,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:35:13.860399,3.8,122.6,0.03,13.9,0.003,249.1,0.647,3.8,122.6,0.052,3.7,122.4,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:14.860399,3.8,122.6,0.03,13.9,0.003,249.1,0.647,3.8,122.7,0.059,3.8,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:15.860399,3.8,122.5,0.031,14,0.003,249.1,0.647,3.8,122.6,0.057,3.8,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:16.860399,3.8,122.6,0.03,14,0.003,249.1,0.647,3.8,122.7,0.056,3.7,122.4,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:17.860399,3.8,122.6,0.03,14,0.003,249.1,0.647,3.8,122.7,0.052,3.7,122.5,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:18.860399,3.8,122.6,0.03,14,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:19.860399,3.8,122.7,0.03,14,0.003,249.1,0.647,3.8,122.7,0.06,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:20.860399,3.8,122.7,0.03,14,0.003,249.1,0.647,3.8,122.7,0.052,3.7,122.5,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:21.860399,3.7,122.6,0.03,14,0.003,249.1,0.647,3.8,122.7,0.058,3.7,122.4,0.03,58,0,1,60,0, 
ttyS3, 2021-03-08 16:35:22.860399,3.8,122.4,0.031,14,0.003,249.1,0.647,3.8,122.6,0.058,3.7,122.3,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:35:23.860399,3.8,122.5,0.031,14,0.003,249.1,0.647,3.8,122.5,0.052,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:35:24.860399,3.7,122.5,0.03,14,0.003,249.1,0.647,3.8,122.6,0.058,3.7,122.4,0,100,0,1,59.9,0, 
ttyS3, 2021-03-08 16:35:25.860399,3.8,122.6,0.03,14,0.003,249.1,0.647,3.8,122.6,0.057,3.7,122.4,0.03,100,0,1,60,0, 
