"Meter,","Time,","W,","V,","A,","WH,","Cost,","WH/Mo,","Cost/Mo,","Wmax,","Vmax,","Amax,","Wmin,","Vmin,","Amin,","PF,","DC,","PC,","HZ,",VA,
ttyS3, 2021-03-08 15:59:42.860399,12.1,122.6,0.135,9101.9,0.746,517.9,0.424,54.1,124.9,0.947,0.9,119.8,0,72,0,35,60.1,0, 
ttyS3, 2021-03-08 15:59:43.860399,16.9,124.4,0.501,9548.8,0.783,528.1,0.433,95.6,125.4,1.382,1.1,119.9,0,44,0,35,60,0, 
ttyS3, 2021-03-08 15:59:44.860399,1.2,124.1,0,9648.7,0.791,519.2,0.425,46.1,125.4,0.64,1.1,121.2,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:45.860399,5.3,123.3,0,9835.5,0.806,515.2,0.422,52.4,125.8,0.692,1.1,121.2,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:46.860399,13.4,122.7,0.152,10023.4,0.821,511.5,0.419,58.4,125.7,0.628,1,121.2,0,73,0,35,60,0, 
ttyS3, 2021-03-08 15:59:47.860399,1.2,123.5,0,10428.7,0.855,518.8,0.425,90.3,124.8,0.774,0.8,119.7,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:48.860399,0.9,123.2,0,10554,0.865,512.1,0.419,54,125.5,0.615,0.7,121.1,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:49.860399,1,121.8,0,10782.9,0.884,510.7,0.418,62.9,125.4,0.621,0.7,121.2,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:50.860399,1,124.1,0,11010.5,0.902,509.3,0.417,90,125.4,0.913,0.9,121.1,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:51.860399,0,121.1,0,13087.7,1.073,591.5,0.485,1720.9,125,14.812,0,116.1,0,100,0,35,60.1,0, 
ttyS3, 2021-03-08 15:59:52.860399,1.2,124.5,0,13382.8,1.097,591.3,0.484,90.4,125.4,0.788,0,115.7,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:53.860399,1.4,122.5,0,13563.5,1.112,586.2,0.48,59.6,125.4,0.614,0.7,121.1,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:54.860399,1.1,123.7,0,13727.6,1.125,580.6,0.476,51.2,125.7,0.602,0.9,120.5,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:55.860399,1.4,122.1,0,13973.1,1.145,578.6,0.474,67.5,125.7,0.704,1,118.7,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:56.860399,11.7,122.5,0.126,14346,1.176,581.9,0.477,1559.7,124.6,13.343,0.9,117.4,0,64,0,35,59.9,0, 
ttyS3, 2021-03-08 15:59:57.860399,7.3,122.4,0.059,14560.8,1.193,578.7,0.474,50.9,125.3,0.604,0.9,119.3,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:58.860399,1.1,123.9,0,14693.3,1.204,572.5,0.469,51,125.4,0.609,1,121,0,100,0,35,60,0, 
ttyS3, 2021-03-08 15:59:59.860399,1.1,121.8,0,14904.2,1.222,569.5,0.467,51,125.8,0.605,0.8,120.8,0,100,0,35,60,0, 
ttyS3, 2021-03-08 16:00:00.860399,18.8,123,0.246,15171.5,1.244,568.7,0.466,78.7,125.7,0.693,0.6,120.6,0,62,0,35,60.1,0, 
ttyS3, 2021-03-08 16:00:01.860399,1,121.3,0,15505.1,1.271,570.4,0.467,61.3,124.5,0.634,0,119.4,0,100,0,35,60,0, 
ttyS3, 2021-03-08 16:00:02.860399,11.5,123.9,0.139,15670.3,1.284,566,0.464,51,125.4,0.615,0.5,120.1,0,63,0,35,60,0, 
ttyS3, 2021-03-08 16:00:03.860399,1.4,121.8,0,15847.2,1.299,562.1,0.46,66.1,125.9,0.665,0.6,120.9,0,100,0,35,60,0, 
ttyS3, 2021-03-08 16:00:04.860399,17.8,123.4,0.278,349.7,0.028,650.9,0.533,58.4,125.7,0.676,0,118.6,0,59,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:05.860399,1.1,123.7,0,737.3,0.06,706.9,0.579,91.1,124.6,0.774,1,119.8,0,100,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:06.860399,1.2,124.7,0,879.6,0.072,568,0.465,52.3,125.5,0.601,1,120.8,0,100,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:07.860399,7,124.9,0.054,1077.9,0.088,524.7,0.43,68.8,125.6,0.624,1,120.7,0,95,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:08.860399,1.2,124.8,0,1262.1,0.103,493,0.404,49.7,125.6,0.604,1.1,121,0,100,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:09.860399,1.1,123.9,0,1491.4,0.122,486.5,0.398,90.5,126.5,0.769,0.9,119.2,0,100,0,36,60,0, 
ttyS3, 2021-03-08 16:00:10.860399,1.3,124.5,0,1744.7,0.143,488.5,0.4,49.7,125.4,1.346,1,119.2,0,100,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:11.860399,17.3,123,0.241,2018.3,0.165,495,0.405,57.2,125.6,0.642,1.1,120.8,0,58,0,36,60,0, 
ttyS3, 2021-03-08 16:00:12.860399,43.5,124.8,0.32,2218.9,0.181,484.1,0.397,63.1,125.5,0.693,1.2,121,0,100,0,36,59.9,0, 
ttyS3, 2021-03-08 16:00:13.860399,16.5,123.5,0.211,2582.9,0.211,507.6,0.416,56.5,125.7,0.651,1.2,121.1,0,61,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:14.860399,1,122.7,0,2897.5,0.237,517.9,0.424,91.3,124.9,1.124,0.9,119.8,0,100,0,36,60,0, 
ttyS3, 2021-03-08 16:00:15.860399,0.9,122.3,0,2920.9,0.239,478.8,0.392,1.1,125.5,0.163,0.9,119.7,0,100,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:16.860399,1.1,123.6,0,2945.4,0.241,445.9,0.365,1.1,125.5,0.156,0.9,121,0,100,0,36,60,0, 
ttyS3, 2021-03-08 16:00:17.860399,1.3,121.9,0,3039.6,0.249,427.4,0.35,95.7,125.7,0.802,0.9,120.7,0,100,0,36,60,0, 
ttyS3, 2021-03-08 16:00:18.860399,29.2,122.6,0.466,3280.8,0.269,430.7,0.353,94.4,125.3,0.804,0.9,119.4,0,49,0,36,60,0, 
ttyS3, 2021-03-08 16:00:19.860399,1.3,122.1,0,3676.2,0.301,452.6,0.371,51.1,124.5,0.699,1,119.3,0,100,0,36,60,0, 
ttyS3, 2021-03-08 16:00:20.860399,1,124.4,0,3827,0.313,443.5,0.363,50.5,125.6,0.614,0.9,119.3,0,100,0,36,60.1,0, 
ttyS3, 2021-03-08 16:00:21.860399,7.2,122.2,0.055,4026.8,0.33,440.8,0.361,54.3,125.5,0.629,1,109.9,0,100,0,36,60,0, 
ttyS3, 2021-03-08 16:00:22.860399,14.5,124.4,0.231,4405.5,0.361,457,0.374,95.1,125.1,0.809,0.7,117.1,0,41,0,36,60,0, 
ttyS3, 2021-03-08 16:00:23.860399,22.4,122.7,0.298,143.9,0.011,569.3,0.466,66.1,124.4,0.885,0,120,0,60,0,40,60,0, 
ttyS3, 2021-03-08 16:00:24.860399,0.9,121.8,0,1629.1,0.133,2147.8,1.761,1441,125.4,12.281,0.6,117.1,0,100,2,40,60,0, 
ttyS3, 2021-03-08 16:00:25.860399,1.1,124.9,0,1917.5,0.157,1516.8,1.243,92,126,0.8,0.6,120.9,0,100,1,40,60,0, 
ttyS3, 2021-03-08 16:00:26.860399,1,122.2,0,1942.9,0.159,1097.8,0.9,1.1,125.8,0.176,1,121,0,100,1,40,60,0, 
ttyS3, 2021-03-08 16:00:27.860399,13.9,123,0.173,2090.5,0.171,918.7,0.753,88.1,125.8,0.757,0.9,95.4,0,62,0,40,60.1,0, 
ttyS3, 2021-03-08 16:00:28.860399,1.2,123.6,0,2398.1,0.196,862.2,0.707,50.8,124.9,0.607,0.9,120.3,0,100,0,40,60,0, 
ttyS3, 2021-03-08 16:00:29.860399,12.4,124.5,0.18,2625.5,0.215,798.7,0.655,61,125.5,0.658,0.9,120.7,0,43,0,40,60.1,0, 
ttyS3, 2021-03-08 16:00:30.860399,1,124.8,0,2787.7,0.228,735,0.602,77.7,125.5,0.676,0.9,119.8,0,100,0,40,59.9,0, 
ttyS3, 2021-03-08 16:00:31.860399,10.9,125.6,0.147,2932.2,0.24,682.1,0.559,62.5,126.7,0.648,0.9,120.5,0,60,0,40,60.1,0, 
ttyS3, 2021-03-08 16:00:32.860399,16,122.2,0.24,3224.2,0.264,671.1,0.55,91.5,125.8,0.779,0.9,119.2,0,52,0,40,60.1,0, 
ttyS3, 2021-03-08 16:00:33.860399,19,124,0.262,3616.3,0.296,681.1,0.558,53.7,125.1,0.636,1.1,116.6,0,56,0,40,60,0, 
ttyS3, 2021-03-08 16:00:34.860399,1.2,124.2,0,3837.9,0.314,659.9,0.541,52.7,125,0.656,1.1,120.1,0,100,0,40,60,0, 
ttyS3, 2021-03-08 16:00:35.860399,14.9,123.5,0.186,4055.6,0.332,641.6,0.526,60.6,125.5,0.675,0.9,120.9,0,49,0,40,59.9,0, 
ttyS3, 2021-03-08 16:00:36.860399,14.3,121.9,0.253,4321.4,0.354,633,0.519,56.1,126.1,0.693,1.1,121.1,0,58,0,40,60,0, 
ttyS3, 2021-03-08 16:00:37.860399,12.6,123.5,0.167,5535.3,0.453,754.9,0.619,1332.8,124.5,12.214,1.1,117.9,0,58,0,40,60.1,0, 
ttyS3, 2021-03-08 16:00:38.860399,2.6,123.8,0,349.8,0.028,1107,0.907,90.7,125,1.268,1.1,119.8,0,100,0,41,60.1,0, 
ttyS3, 2021-03-08 16:00:39.860399,1.2,122.9,0,701,0.057,853.1,0.699,57.1,125.1,0.72,1.1,119.5,0,100,0,41,60.1,0, 
ttyS3, 2021-03-08 16:00:40.860399,39.5,122.9,0.363,953.3,0.078,718.2,0.588,57.6,125.6,0.67,0.9,119.9,0,95,0,41,60,0, 
ttyS3, 2021-03-08 16:00:41.860399,1,122.9,0.328,1790.6,0.146,6295.4,5.162,1256,125.6,10.763,0,118.2,0,2,9,43,60.1,0, 
ttyS3, 2021-03-08 16:00:42.860399,23.8,123.3,0.554,2007.7,0.164,2541,2.083,59.9,125.5,0.708,0,120.6,0,40,3,43,59.9,0, 
ttyS3, 2021-03-08 16:00:43.860399,1,123.4,0,2392.8,0.196,1846.6,1.514,50.7,124.9,1.333,0,119.3,0,100,2,43,60.1,0, 
ttyS3, 2021-03-08 16:00:44.860399,1.1,123.5,0,2627.2,0.215,1458.4,1.195,56.9,124.8,0.699,0.6,121.4,0,100,1,43,60,0, 
ttyS3, 2021-03-08 16:00:45.860399,10.6,123.1,0.157,2993.6,0.245,1297.5,1.063,54.4,124.8,0.719,1,119.8,0,64,1,43,60,0, 
ttyS3, 2021-03-08 16:00:46.860399,1.2,123.1,0,3302.6,0.27,1174.1,0.962,51.7,124.5,0.621,1,120,0,100,0,43,60.1,0, 
ttyS3, 2021-03-08 16:00:47.860399,1.2,123.3,0,3545.4,0.29,1068.3,0.876,55.2,125.1,0.651,1,112.9,0,100,0,43,60.1,0, 
ttyS3, 2021-03-08 16:00:48.860399,1,123.8,0,3681.3,0.301,962.6,0.789,52.3,125,0.664,0.7,119,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:00:49.860399,15.8,123.3,0.214,3863.8,0.316,892.3,0.731,61.1,125.5,0.663,0.9,106.1,0,57,0,43,60.1,0, 
ttyS3, 2021-03-08 16:00:50.860399,13.1,121.7,0.251,4939.8,0.405,1021.5,0.837,1657.6,124.4,14.298,0.7,116.5,0,50,0,43,59.9,0, 
ttyS3, 2021-03-08 16:00:51.860399,7.1,123.2,0.058,5290.3,0.433,990.4,0.812,89.4,125.7,0.829,0.9,97.8,0,97,0,43,60.1,0, 
ttyS3, 2021-03-08 16:00:52.860399,1.1,124,0,5466.6,0.448,934.9,0.766,65.9,125.4,0.688,0.9,121.9,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:00:53.860399,1.2,123.8,0,5750.1,0.471,905.1,0.742,96.9,125.4,0.802,1,92.9,0,100,0,43,60.1,0, 
ttyS3, 2021-03-08 16:00:54.860399,25,122.1,0.382,5963,0.488,869.4,0.712,98.3,125,0.824,0.9,121,0,52,0,43,60,0, 
ttyS3, 2021-03-08 16:00:55.860399,1.2,123.8,0,6339.4,0.519,860.8,0.705,52.1,124.4,0.807,0.9,120.4,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:00:56.860399,1,124.2,0,6467.1,0.53,821.7,0.673,51.6,125,0.66,0.7,120.3,0,100,0,43,60.1,0, 
ttyS3, 2021-03-08 16:00:57.860399,7.1,122.8,0.059,6742.8,0.552,805,0.66,54,125.5,0.723,0.9,121.8,0,93,0,43,60.1,0, 
ttyS3, 2021-03-08 16:00:58.860399,1,123.7,0,6947.3,0.569,782.2,0.641,52.3,125.1,0.655,0.9,121.4,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:00:59.860399,1.1,123.3,0,7367.1,0.604,784.8,0.643,88.9,125.3,0.772,0.8,119.5,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:00.860399,30.5,124.6,0.224,7851,0.643,793.6,0.65,109.6,125,1.443,0.9,119.1,0,100,0,43,59.9,0, 
ttyS3, 2021-03-08 16:01:01.860399,1.4,123,0,8194.3,0.671,788,0.646,58.9,125.6,0.73,0.9,121.6,0,100,0,43,59.9,0, 
ttyS3, 2021-03-08 16:01:02.860399,1,124.5,0,8406.1,0.689,770.9,0.632,52.3,125.1,0.673,0.8,121.3,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:03.860399,1.2,122.6,0,8690.5,0.712,761.7,0.624,57.8,125.2,0.746,0.7,122.1,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:04.860399,18.7,122.8,0.271,9137.4,0.749,766.8,0.628,93.6,124.2,0.821,0.9,119,0,62,0,43,60,0, 
ttyS3, 2021-03-08 16:01:05.860399,1.4,124.3,0,9258,0.759,745.3,0.611,53.5,125.5,0.654,1,120.7,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:06.860399,13.3,124.1,0.166,9482.5,0.777,733.5,0.601,85.6,125.6,0.726,0.9,120.8,0,57,0,43,60,0, 
ttyS3, 2021-03-08 16:01:07.860399,2.5,123.8,0,9922.9,0.813,738.7,0.605,64,125.3,1.188,2,121.9,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:08.860399,1.2,124,0,10286,0.843,737.9,0.605,54.8,125.3,0.717,1.2,121.3,0,100,0,43,59.9,0, 
ttyS3, 2021-03-08 16:01:09.860399,11.2,124.3,0.175,10590.1,0.868,733.2,0.601,59.1,124.6,0.713,1.1,112.9,0,41,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:10.860399,12.7,124.4,0.197,10817.1,0.887,723.5,0.593,58.6,126.2,0.712,0.9,120.1,0,50,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:11.860399,0.9,123.8,0,11005.6,0.902,712.1,0.583,52.2,125.5,0.695,0.8,121.3,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:12.860399,9.9,123.7,0.14,11195.5,0.918,701.4,0.575,69.3,126.8,0.691,0.8,120.3,0,52,0,43,60,0, 
ttyS3, 2021-03-08 16:01:13.860399,14.2,122.3,0.211,11505,0.943,698.7,0.572,94.1,124.8,0.793,0.7,116.3,0,52,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:14.860399,22.6,121.9,0.178,11915.4,0.977,702,0.575,54.7,123.6,0.707,0.9,118.6,0,99,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:15.860399,0.8,123.3,0,12085.7,0.991,691.5,0.567,53.6,124.7,0.674,0.8,120.1,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:16.860399,1.1,122.9,0,12336.4,1.011,685.9,0.562,54.6,124.3,0.661,0.8,118.3,0,100,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:17.860399,25.9,122.1,0.192,12539.5,1.028,678.2,0.556,52.9,124.2,0.658,0.7,119.9,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:18.860399,1.1,122.6,0,13049.9,1.07,687,0.563,96.2,123.6,0.817,0,118.2,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:19.860399,1.1,123,0,13249.7,1.086,679.4,0.557,54.9,124.4,0.698,0.9,120.2,0,100,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:20.860399,4.8,123,0,13510.9,1.107,675.3,0.553,59.1,124.3,0.701,0.8,120.1,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:21.860399,1,122.9,0,13693.5,1.122,667.6,0.547,56.5,124.7,0.665,0.9,120.7,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:22.860399,1.2,122.1,0,14184.2,1.163,674.8,0.553,98.2,124.1,0.835,0.5,119.9,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:23.860399,1.1,123.7,0,14529.6,1.191,675,0.553,55.1,124.4,0.7,1,117.9,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:24.860399,1.1,122.5,0,14744.8,1.209,669.3,0.548,72.6,124.8,0.674,0.8,119.3,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:25.860399,28.4,123.7,0.097,14968.8,1.227,664.2,0.544,64.6,124.3,0.678,0.8,120,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:26.860399,1.2,123.1,0,15255.9,1.25,662.1,0.542,55.2,125,0.725,0.7,120.6,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:27.860399,16.6,122.2,0.214,15756.4,1.292,669.1,0.548,52.8,123.5,0.705,1.1,85.7,0,57,0,43,60,0, 
ttyS3, 2021-03-08 16:01:28.860399,1.8,122.6,0,16087.9,1.319,668.9,0.548,53.6,124.3,1.308,1.2,119,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:29.860399,1.5,123,0,16296.1,1.336,663.6,0.544,55,124.5,0.907,1.4,120.8,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:30.860399,1.6,122.4,0,16574,1.359,661.3,0.542,79.1,124.5,0.96,1.4,121,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:31.860399,4.9,121.7,0,17283,1.417,675.9,0.554,86.9,127.7,1.128,1.3,118.9,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:32.860399,21.9,121.6,0.277,17755.9,1.455,680.9,0.558,56.7,123.6,0.956,1.4,118.1,0,47,0,43,60,0, 
ttyS3, 2021-03-08 16:01:33.860399,49.8,120.6,0.688,19024.5,1.56,715.7,0.586,151.4,124.4,1.558,1.4,110.1,0,63,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:34.860399,17.8,122.9,0.231,19924.1,1.633,735.6,0.603,128.5,124.6,2.009,1.6,119.1,0,62,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:35.860399,45.1,122.5,0.524,21051.7,1.726,762.9,0.625,121.2,124.4,1.339,1.7,120.1,0,65,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:36.860399,18.6,121.6,0.226,21838.9,1.79,777.2,0.637,119.6,124.2,1.314,1.8,117.8,0,55,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:37.860399,59.1,122.7,0.668,201.9,1.866,795.8,0.652,119.1,124.4,1.663,1.9,119.4,0,69,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:38.860399,19.4,123.4,0.427,1217.9,1.949,816.9,0.669,108.3,124.4,1.267,1.9,120.5,0,49,0,43,60,0, 
ttyS3, 2021-03-08 16:01:39.860399,40.5,122,0.465,2553.3,2.059,848,0.695,121,124.3,1.45,1.7,117.9,0,78,0,43,60,0, 
ttyS3, 2021-03-08 16:01:40.860399,15.8,121.2,0.205,3686,2.152,871.4,0.714,120.6,123.9,1.525,0,120.2,0,65,0,43,60,0, 
ttyS3, 2021-03-08 16:01:41.860399,20.7,122.1,0.295,4240.3,2.197,875.1,0.717,55.7,123.4,0.989,1.6,118,0,56,0,43,60,0, 
ttyS3, 2021-03-08 16:01:42.860399,66.1,122.4,0.803,5391.6,2.292,897.9,0.736,123,124.3,1.262,1.5,118.7,0,68,0,43,59.9,0, 
ttyS3, 2021-03-08 16:01:43.860399,1.8,123,0,6079.2,2.348,905.2,0.742,88.4,124,1.106,1.5,120.7,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:44.860399,60.8,122.5,0.586,6881.8,2.414,916,0.751,134,123.9,1.391,1.5,120.2,0,76,0,43,60,0, 
ttyS3, 2021-03-08 16:01:45.860399,1.8,122.3,0,7702.2,2.481,926.9,0.76,101.5,123.7,1.179,1.5,119.5,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:46.860399,37.8,121.8,0.329,8419.7,2.54,934.4,0.766,137.2,124,1.459,1.7,119.1,0,86,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:47.860399,3.4,122.9,0,9179.5,2.602,942.9,0.773,118.5,124.1,1.433,1.5,113.5,0,100,0,43,60,0, 
ttyS3, 2021-03-08 16:01:48.860399,18.1,124.6,0.406,9782.4,2.652,946.6,0.776,132.3,125.3,1.586,1.5,120.2,0,43,0,43,60,0, 
ttyS3, 2021-03-08 16:01:49.860399,1.5,124.3,0,10322.6,2.696,948.4,0.777,53.5,125.8,0.972,1.3,121.4,0,100,0,43,60.1,0, 
ttyS3, 2021-03-08 16:01:50.860399,7.4,128.2,0.059,631.3,0.051,1248.5,1.023,76.6,128.5,1.813,1.3,120.4,0,88,0,44,60,0, 
ttyS3, 2021-03-08 16:01:51.860399,27.3,125.2,0.482,1200.9,0.098,1187.4,0.973,96.1,128.6,1.42,1.4,119.8,0,45,0,44,60,0, 
ttyS3, 2021-03-08 16:01:52.860399,2.3,123.4,0,1754.3,0.143,1156.4,0.948,112.9,125.7,1.324,1.3,120.3,0,100,0,44,60,0, 
ttyS3, 2021-03-08 16:01:53.860399,27.8,122.9,0.289,3040,0.249,1502.9,1.232,116.8,124.1,1.517,1.5,119.5,0,81,0,44,60,0, 
ttyS3, 2021-03-08 16:01:54.860399,7.4,123.1,0.06,3485.7,0.285,1378.6,1.13,79.4,124.5,1.505,1.2,105.9,0,97,0,44,60,0, 
ttyS3, 2021-03-08 16:01:55.860399,36.6,122.4,0.386,4120,0.337,1357.9,1.113,123.2,124.2,1.627,1.2,118.6,0,66,0,44,60,0, 
ttyS3, 2021-03-08 16:01:56.860399,2.3,122.6,0,4885.5,0.4,1380.2,1.131,100,125.5,1.348,1.5,119.5,0,100,0,44,60.1,0, 
ttyS3, 2021-03-08 16:01:57.860399,49,121.6,0.597,5899.6,0.483,1458.3,1.195,121.5,125.6,1.408,1.6,119.8,0,76,0,44,60,0, 
ttyS3, 2021-03-08 16:01:58.860399,7.3,123.9,0.105,6816.2,0.558,1497.7,1.228,130.6,124.8,1.481,1.5,120.3,0,66,0,44,60,0, 
ttyS3, 2021-03-08 16:01:59.860399,14.7,123.8,0.245,7527.3,0.617,1488.5,1.22,97.6,125.6,1.232,1.7,118.5,0,42,0,44,60.1,0, 
ttyS3, 2021-03-08 16:02:00.860399,9.3,123.6,0.117,8483.8,0.695,1525.1,1.25,136.7,125.4,1.561,1.2,119,0,72,0,44,60.1,0, 
ttyS3, 2021-03-08 16:02:01.860399,1.4,123.5,0,712.6,0.058,2254.8,1.849,102.4,125.8,1.412,1.2,119.8,0,100,0,45,60,0, 
ttyS3, 2021-03-08 16:02:02.860399,38.6,124.4,0.474,1930.7,0.158,2349.6,1.926,140.7,125.7,1.589,1.2,120,0,72,2,45,60.1,0, 
ttyS3, 2021-03-08 16:02:03.860399,19.1,123.1,0.237,2491.3,0.204,1876.8,1.539,86.7,125.5,1.149,1.8,121,0,48,1,45,59.9,0, 
ttyS3, 2021-03-08 16:02:04.860399,36.7,122.5,0.403,3505.3,0.287,1912.2,1.568,139.7,125.3,1.412,1.6,118.5,0,73,1,45,60,0, 
ttyS3, 2021-03-08 16:02:05.860399,24.5,123.2,0.219,4310.3,0.353,1842.9,1.511,117.1,125.7,1.354,1.5,120.6,0,88,1,45,59.9,0, 
ttyS3, 2021-03-08 16:02:06.860399,28.2,123,0.311,5387.7,0.441,1894.1,1.553,126.4,125.4,1.315,1.3,118.8,0,82,0,45,60,0, 
ttyS3, 2021-03-08 16:02:07.860399,68.1,123.7,0.651,6104.1,0.5,1822,1.494,106.2,125.6,1.153,1.6,117.6,0,80,0,45,60,0, 
ttyS3, 2021-03-08 16:02:08.860399,8.3,122.9,0.065,6815.3,0.558,1767.5,1.449,99.5,125.8,1.171,1.3,118.5,0,85,0,45,60,0, 
ttyS3, 2021-03-08 16:02:09.860399,31.1,123.2,0.396,7303.3,0.598,1674.5,1.373,114.9,126.1,1.263,1.1,120,0,57,0,45,60,0, 
ttyS3, 2021-03-08 16:02:10.860399,48,123.2,0.45,8561,0.702,1758.9,1.442,138.4,125.1,1.454,3.1,120.7,0,82,0,45,60,0, 
ttyS3, 2021-03-08 16:02:11.860399,46.7,122.4,0.426,9448,0.774,1758.4,1.441,83.6,124.3,1.88,2,115.8,0,88,0,45,60,0, 
ttyS3, 2021-03-08 16:02:12.860399,1.8,122.9,0,10085.5,0.827,1715.6,1.406,69.5,125,1.182,1.4,119,0,100,0,45,60.1,0, 
ttyS3, 2021-03-08 16:02:13.860399,43.6,123.3,0.38,10709.1,0.878,1677.4,1.375,125.9,125,1.419,1.2,119,0,87,0,45,60,0, 
ttyS3, 2021-03-08 16:02:14.860399,1.5,123.5,0,11452.3,0.939,1662.2,1.363,89.8,124.2,0.8,1.4,119.4,0,100,0,45,60,0, 
ttyS3, 2021-03-08 16:02:15.860399,39.5,124.1,0.399,12174.2,0.998,1646.1,1.349,105.3,125,1.022,1.3,119.2,0,77,0,45,59.9,0, 
ttyS3, 2021-03-08 16:02:16.860399,1.5,123.7,0,12890.5,1.057,1631.4,1.337,72.2,125.2,0.669,1.1,87.6,0,100,0,45,60,0, 
ttyS3, 2021-03-08 16:02:17.860399,26.5,124.3,0.348,13185.1,1.081,1568.3,1.286,47.6,125.3,1.001,1.3,120,0,43,0,45,60,0, 
ttyS3, 2021-03-08 16:02:18.860399,1.3,123.1,0,13577.3,1.113,1523.3,1.249,58.9,124.7,1.007,1.1,113.7,0,100,0,45,60,0, 
ttyS3, 2021-03-08 16:02:19.860399,32.5,122.1,0.292,14361.6,1.177,1524.8,1.25,94.9,125.2,0.813,1.3,117,0,100,0,45,59.9,0, 
ttyS3, 2021-03-08 16:02:20.860399,13.1,123,0.144,15341.2,1.257,1545.8,1.267,68.4,125,0.631,2,116.7,0,73,0,45,60.1,0, 
ttyS3, 2021-03-08 16:02:21.860399,27.8,122.2,0.413,15890.3,1.303,1523.5,1.249,91.1,125.7,1.082,1,119.8,0,56,0,45,60.1,0, 
ttyS3, 2021-03-08 16:02:22.860399,13.1,123.3,0.204,16717.1,1.37,1528.7,1.253,74.4,124.1,1.074,11.7,119.3,0.076,66,0,45,60,0, 
ttyS3, 2021-03-08 16:02:23.860399,45.5,120.7,0.464,17664.1,1.448,1543.9,1.266,74.6,125.2,0.703,5.2,115.9,0,84,0,45,60.1,0, 
ttyS3, 2021-03-08 16:02:24.860399,4.9,123.5,0.063,18484.6,1.515,1547.2,1.268,79.6,124.2,0.739,4.5,116.8,0,70,0,45,60.1,0, 
ttyS3, 2021-03-08 16:02:25.860399,47.8,124.3,0.417,19656.4,1.611,1578.5,1.294,104.7,126.1,1.307,4.8,118.5,0,69,0,45,60,0, 
